,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
444,Metro North,378 Alexander Road,"Princeton, NJ 08540","$$ - $$$, American, Italian, Vegetarian Friendly",4 of 5 bubbles,204 reviews,"Very nice place to to go for a meal. They have great happy hour and wonderful servers and very nice atmosphere. Food is tasty, love to come back and try more.",+1 609-454-3121,https://www.tripadvisor.com//Restaurant_Review-g46756-d1992338-Reviews-Metro_North-Princeton_New_Jersey.html,Check The Website for a Menu
445,P.F. Chang's,3545 US Highway 1,"Princeton, NJ 08540","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,251 reviews,"We had a nice sit in dinner at this restaurant last Saturday. As always, the dishes were well prepared and tasted delicious. The coconut concoction (no alchoholic) was very tasty.  The spring rolls, veg. fried rice and eggplant curry was decent too.",+1 609-799-5163,https://www.tripadvisor.com//Restaurant_Review-g46756-d1077075-Reviews-P_F_Chang_s-Princeton_New_Jersey.html,Check The Website for a Menu
446,La Mezzaluna,25 Witherspoon St,"Princeton, NJ 08542-3201","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,200 reviews,"As always, we were thrilled with  our meal and the attention we received....
This  is a BYOB joint - and there is a liquor store right next door!  The selections are wonderful and William is our favorite server! The most appealing thing - they will...More",+1 609-688-8515,https://www.tripadvisor.com//Restaurant_Review-g46756-d543484-Reviews-La_Mezzaluna-Princeton_New_Jersey.html,Check The Website for a Menu
447,Nomad Pizza,301 N Harrison St,"Princeton, NJ 08540-3527","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,88 reviews,"Not a bad pie, but memorable it won't qualify.  Nice enough staff.  They're great.  Accomodating, kind, and outgoing in a very busy environment.  Was there last Friday as we were in town for a show.  It was hopping, busy as hell with the staff being...More",+1 609-285-5187,https://www.tripadvisor.com//Restaurant_Review-g46756-d10332505-Reviews-Nomad_Pizza-Princeton_New_Jersey.html,http://www.nomadpizzaco.com/menu.html
448,Elements,66 Witherspoon St,"Princeton, NJ 08542-3239","$$$$, American, Vegetarian Friendly",4 of 5 bubbles,243 reviews,I heard about Elements while dining at another restaurant so I decided to give it a go . I called ahead (3weeks) and requested the chefs 5 course tasting menu for all 4 but I explained 1 person doesn’t eat red meat . 1 person...More,+1 609-924-0078,https://www.tripadvisor.com//Restaurant_Review-g46756-d1315168-Reviews-Elements-Princeton_New_Jersey.html,Check The Website for a Menu
449,Cargot Brasserie,98 University Pl,"Princeton, NJ 08540-5116","$$ - $$$, French, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,97 reviews,We have visited Cargot a number of times since its opening. The food is consistently very good and the service excellent without being intrusive. We are intrigued what the new ownership will bring; while we understand they may alter the menu / theme we hope...More,+1 609-772-4934,https://www.tripadvisor.com//Restaurant_Review-g46756-d12682406-Reviews-Cargot_Brasserie-Princeton_New_Jersey.html,https://www.cargotbrasserie.com/menus/
450,Wegmans Market Cafe,240 Nassau Park Blvd,"Princeton, NJ 08540-5993","$$ - $$$, American, International, Vegetarian Friendly",4 of 5 bubbles,110 reviews,"I enjoy going here at any time of day because there are lots of everyday and gourmet choices within easy reach a few steps away from the newly renovated Market Cafe seating area.  If you love sushi, going very early or very late might not...More",+1 609-919-9305,https://www.tripadvisor.com//Restaurant_Review-g46756-d541245-Reviews-Wegmans_Market_Cafe-Princeton_New_Jersey.html,Check The Website for a Menu
451,Tortuga's Mexican Village,44 Leigh Ave,"Princeton, NJ 08542-3112","$$ - $$$, Mexican, Vegetarian Friendly",4 of 5 bubbles,164 reviews,"I ate dinner here with my wife, son and daughter.  I ordered the three enchilada combo.  The food and service were very good.",+1 609-924-5143,https://www.tripadvisor.com//Restaurant_Review-g46756-d513564-Reviews-Tortuga_s_Mexican_Village-Princeton_New_Jersey.html,Check The Website for a Menu
452,Jules Thin Crust,18 Witherspoon St,"Princeton, NJ 08542-3202","$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,42 reviews,great location just off the main road in Princeton across from the university... they had a great selection of pizza with many veggie options... the food was delicious and was very reasonably priced... i will def come back...,+1 609-759-0082,https://www.tripadvisor.com//Restaurant_Review-g46756-d10468907-Reviews-Jules_Thin_Crust-Princeton_New_Jersey.html,http://julesthincrust.com/menus
453,Efes Mediterranean Grill,235 Nassau St,"Princeton, NJ 08540-4643","$$ - $$$, Turkish, Middle Eastern, Vegetarian Friendly",4 of 5 bubbles,66 reviews,"The bill for 4 of us came with an 18% tip already added to the bill.  I gave them my credit card, and the signature page came with pre-calculated additional tips and a place to add more, and the original bill, which already had the...More",+1 609-683-1220,https://www.tripadvisor.com//Restaurant_Review-g46756-d5963383-Reviews-Efes_Mediterranean_Grill-Princeton_New_Jersey.html,Check The Website for a Menu
454,D'Angelo,Spring Street/Tulane Street,"Princeton, NJ","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,63 reviews,D'Angelo's has a nice selection of Italian favorites. It's a great location for lunch and a nice place to pick up some favorites.,609-921-0404,https://www.tripadvisor.com//Restaurant_Review-g46756-d3257155-Reviews-D_Angelo-Princeton_New_Jersey.html,https://www.dangelomarket.com/#menulunch
455,Tiger Noodles,252 Nassau St,"Princeton, NJ 08542-4622","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,105 reviews,Stumbled upon Tiger Noodles on Nassau street while visiting Princeton University.The unique restaurant name had caught my attention.Also had wanted to satisfy my craving for Chinese food while in the area.Location is on Nassau street next to Princeton University.Stir fry dishes such as eggplant with...More,+1 609-252-0663,https://www.tripadvisor.com//Restaurant_Review-g46756-d513563-Reviews-Tiger_Noodles-Princeton_New_Jersey.html,Check The Website for a Menu
456,Roots Cafe & Restaurant,3495 US Highway 1,"Princeton, NJ 08540-5933","$$ - $$$, Japanese, Sushi, Asian",4 of 5 bubbles,77 reviews,we had a wonderful dinner here last Friday night - we sat in the backroom near the fireplace which was perfect on a rainy December night.  we were not in a hurry and the wait staff definitely worked at our pace - letting us enjoy...More,+1 609-799-8858,https://www.tripadvisor.com//Restaurant_Review-g46756-d8438599-Reviews-Roots_Cafe_Restaurant-Princeton_New_Jersey.html,http://www.rootsprinceton.com/lunch-menu/
457,Uncle Will's Pancake House,3 S Bay Ave,"Beach Haven, Long Beach Island, NJ 08008-1706","$$ - $$$, American, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,393 reviews,"Prices in season do not reflect what you get - although the staff were very friendly and welcoming, it wasn’t worth the price.More",+1 609-492-2514,https://www.tripadvisor.com//Restaurant_Review-g46292-d475106-Reviews-Uncle_Will_s_Pancake_House-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
458,ScoJo's Restaurant,307 Long Beach Blvd,"Surf City, Long Beach Island, NJ 08008-5210","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,519 reviews,"Have eaten here many times never disappointed. Friendly , clean , great tasting food . Breakfast specials great prices.",+1 609-494-8661,https://www.tripadvisor.com//Restaurant_Review-g46856-d828182-Reviews-ScoJo_s_Restaurant-Surf_City_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
459,Wally's,712 Long Beach Blvd,"Surf City, Long Beach Island, NJ 08008-5253","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,584 reviews,Never tried Wally's before but saw a Valentine's Day Special in our local paper.  The dinner was great.  Our server LInda was very attentive and the service was great.  We had a coconut shrimp appetizer that was outstanding.  Usually coconut shriimp is overly sweet but...More,+1 609-494-1667,https://www.tripadvisor.com//Restaurant_Review-g46856-d475289-Reviews-Wally_s-Surf_City_Long_Beach_Island_New_Jersey.html,http://www.wallyslbi.com
460,The Chicken or the Egg,207 N Bay Ave,"Beach Haven, Long Beach Island, NJ 08008-1814","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,942 reviews,"Ok, you can see by my earlier review that this is a good place overall, but I just drove 2 hours to here to get their Ludricrous wings. I have eaten ghost peps, scotch bonnet, you name it andI was really looking forward to testing...More",+1 609-492-3695,https://www.tripadvisor.com//Restaurant_Review-g46292-d438676-Reviews-The_Chicken_or_the_Egg-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
461,Uncle Will's Pancake House,3 S Bay Ave,"Beach Haven, Long Beach Island, NJ 08008-1706","$$ - $$$, American, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,393 reviews,"Prices in season do not reflect what you get - although the staff were very friendly and welcoming, it wasn’t worth the price.More",+1 609-492-2514,https://www.tripadvisor.com//Restaurant_Review-g46292-d475106-Reviews-Uncle_Will_s_Pancake_House-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
462,Ship Bottom Shellfish,1721 Long Beach Blvd,"Ship Bottom, Long Beach Island, NJ 08008-4442","$$ - $$$, American, Seafood, Gluten Free Options",4.5 of 5 bubbles,284 reviews,"Nice little place that’s always busy. For a reason!
This place has been around a long time and has always been good and consistent. Great for takeaway.",+1 609-494-0088,https://www.tripadvisor.com//Restaurant_Review-g46818-d535262-Reviews-Ship_Bottom_Shellfish-Ship_Bottom_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
463,The Gables,212 Centre St,"Beach Haven, Long Beach Island, NJ 08008-1714","$$$$, Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5 of 5 bubbles,242 reviews,"Beautifully appointed interiors, outstanding, if not stunning.  Nice garden.  The service was great.  Our experience was slightly restricted by their wine choices, all coming from the same NJ winery.  Must add that wine was good, both white and late harvest for dessert.  The seafood and...More",+1 609-492-3553,https://www.tripadvisor.com//Restaurant_Review-g46292-d438872-Reviews-The_Gables-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
464,SandBox Cafe,2604 Long Beach Blvd,"Ship Bottom, Long Beach Island, NJ 08008-4262","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,214 reviews,"Excellent Breakfast, we were staying with a friend in Cape May and she stated that we had to try the sandbox - it was amazing, fresh food and so many choices parking tough, service excellent and the food outstanding",+1 609-361-2425,https://www.tripadvisor.com//Restaurant_Review-g46818-d832478-Reviews-SandBox_Cafe-Ship_Bottom_Long_Beach_Island_New_Jersey.html,https://www.facebook.com/sandboxcafe/menu/
465,Black Whale Bar & Fish House,100 N Pennsylvania Ave,"Beach Haven, Long Beach Island, NJ 08008-1835","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,469 reviews,"We were able to stop in for Bloody Marys and some fresh seafood apps, Garlic Clams, Oysters Rockefeller,Calamari and some Shrimp Bisque right before they were closing for the month. Every thing on point!  We will be back in the Spring.  Understand reservations are the...More",+1 609-492-0025,https://www.tripadvisor.com//Restaurant_Review-g46292-d823879-Reviews-Black_Whale_Bar_Fish_House-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
466,Barry's Do-Me-A-Flavor,309 Centre St,"Beach Haven, Long Beach Island, NJ 08008-1717","$, American, Vegetarian Friendly",4.5 of 5 bubbles,152 reviews,I went for a drive down the shore for some peace and quiet and wanted to grab a quick lunch. Found Barry’s and had a great soup and wrap  - recommended.,+1 609-492-8259,https://www.tripadvisor.com//Restaurant_Review-g46292-d438994-Reviews-Barry_s_Do_Me_A_Flavor-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
467,Bisque Restaurant,2020 Long Beach Blvd,"Ship Bottom, Long Beach Island, NJ 08008-4353","$$$$, American, Seafood, Gluten Free Options",4.5 of 5 bubbles,273 reviews,"Three star restaurant, open all year BYOB.Classy, elegant dining. Wine glasses, table cloths. There’s not one thing on the fine menu that I would not try! Great Chef! You got me hooked!!!🤙🤙🤙",+1 609-361-2270,https://www.tripadvisor.com//Restaurant_Review-g46818-d829909-Reviews-Bisque_Restaurant-Ship_Bottom_Long_Beach_Island_New_Jersey.html,http://www.bisquelbi.com
468,Mustache Bill's Diner,8th And Broadway,"Barnegat Light, Long Beach Island, NJ 08006","$, American, Diner, Vegetarian Friendly",4.5 of 5 bubbles,204 reviews,"Plenty of options, Omelets,, French Toast, Classic  Egg Dishes and plenty of hot coffee.  Service is always great and you just feel happy being there.  Check hours in winter as they vary.",+1 609-494-0155,https://www.tripadvisor.com//Restaurant_Review-g46285-d1189585-Reviews-Mustache_Bill_s_Diner-Barnegat_Light_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
469,Stefano's Seafood & Pasta,1814 Long Beach Blvd,"Beach Haven, Long Beach Island, NJ 08008-2343","$$ - $$$, Italian, Seafood, Gluten Free Options",4.5 of 5 bubbles,207 reviews,"I have been coming to LBI since I was five, and Morrison’s was always my family’s restaurant for special occasions.  After it burned down, we found Stefano’s.  The clam chowder is an award winner and lives up to the hype.  The space is very clean...More",+1 609-492-1100,https://www.tripadvisor.com//Restaurant_Review-g46292-d852336-Reviews-Stefano_s_Seafood_Pasta-Beach_Haven_Long_Beach_Island_New_Jersey.html,https://stefanoslbi.com/menu/
470,Restaurant at Engleside Inn,30 Engleside Ave,"Beach Haven, Long Beach Island, NJ 08008-1725","$$ - $$$, American, Seafood, Sushi",4.5 of 5 bubbles,211 reviews,"Always been one of my favourite place for dinner. Always consistent in good quality and flavours. My favourite is the seafood vodka sauce.my family loves the tuna and their specials. When I am in long beach island, I always stop over.",+1 800-762-2214,https://www.tripadvisor.com//Restaurant_Review-g46292-d2394519-Reviews-Restaurant_at_Engleside_Inn-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
471,Black Eyed Susans,7801 Long Beach Blvd,"Harvey Cedars, Long Beach Island, NJ 08008-5951","$$$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,146 reviews,"we have dined here two times and both dinners were excellent. Dishes are creative, very well prepared, staff and service are outstanding",+1 609-494-4990,https://www.tripadvisor.com//Restaurant_Review-g46496-d2222798-Reviews-Black_Eyed_Susans-Harvey_Cedars_Long_Beach_Island_New_Jersey.html,http://blackeyedsusanslbi.com/menu
472,Carmen's,122 N Bay Ave,"Beach Haven, Long Beach Island, NJ 08008-1816","$$ - $$$, Italian, Seafood, American",4.5 of 5 bubbles,178 reviews,Way too crowded during the season - well deserved crowds... Went with friends - not a complaint from appetizers to desert.  The table ordered the following appetizers: figs with goat cheese; mussels with red sauce and with white sauce.  Tasted everything - all too good...More,+1 609-848-9650,https://www.tripadvisor.com//Restaurant_Review-g46292-d438789-Reviews-Carmen_s-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
473,Kubel's,7th Street and Bayview Avenue,"Barnegat Light, Long Beach Island, NJ 08006","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,238 reviews,Kubel’s is definitely one of the best restaurants on the Long Beach Island. The location is very nice and the outside seating gives you a great view of the bay. The atmosphere inside is very comfortable and the food is excellent. The restaurant doesn’t require...More,+1 609-494-8592,https://www.tripadvisor.com//Restaurant_Review-g46285-d2280277-Reviews-Kubel_s-Barnegat_Light_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
474,Blue Water Cafe,113th & Long Beach Boulevard,"Beach Haven, Long Beach Island, NJ","$$ - $$$, American, Seafood, Gluten Free Options",4 of 5 bubbles,189 reviews,"One of my favorite places to eat on LBI.  I kind of  hate spreading the word because there will be times I will have to wait for a table. The crab cake sandwich is awesome.  The crab is plentiful, fresh and fantastic flavors.  My sister...More",+1 609-207-1300,https://www.tripadvisor.com//Restaurant_Review-g46292-d1918564-Reviews-Blue_Water_Cafe-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
475,La Spiaggia,357 W 8th St,"Ship Bottom, Long Beach Island, NJ 08008-4606","$$$$, Italian, Gluten Free Options",4.5 of 5 bubbles,106 reviews,We arrived on LBI planning on going to restaurants we had been to on previous visits to the island only to find them closed. This was our first visit past prime season. We found La Spiaggia was open on a monday night. We have found...More,+1 609-494-4343,https://www.tripadvisor.com//Restaurant_Review-g46818-d438715-Reviews-La_Spiaggia-Ship_Bottom_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
476,Country Kettle Chowda,830 N Bay Ave,"Beach Haven, Long Beach Island, NJ 08008-2053","$$ - $$$, Fast Food, Soups, American",4.5 of 5 bubbles,109 reviews,"Small out of the way place with limited menu, but what a menu!! Best NY, New England and Rhode Island clam chowder!! Get it to go and you will enjoy every bite, or slurp",+1 609-492-2800,https://www.tripadvisor.com//Restaurant_Review-g46292-d2316346-Reviews-Country_Kettle_Chowda-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
477,Oyster House & Bar,13211 Long Beach Blvd,"Beach Haven, Long Beach Island, NJ 08008-2749","$$ - $$$, American, Bar, Seafood",4.5 of 5 bubbles,86 reviews,Delicious meal great drink choices and fantastic service.  We were immediately greeted when we came in and waited on. By a very friendly bartender.  I ordered a burger and my husband ordered a fish sandwich both were made fresh and delicious!  The bar was super...More,+1 609-492-3352,https://www.tripadvisor.com//Restaurant_Review-g46292-d8037632-Reviews-Oyster_House_Bar-Beach_Haven_Long_Beach_Island_New_Jersey.html,http://delawareaveoysterhouse.com/#menus
478,Howard's Seafood Restaurant,33RD St & Baltic Ave,"Beach Haven, Long Beach Island, NJ 08008","$$ - $$$, American, Seafood",4 of 5 bubbles,187 reviews,Restuarant has been around for many years and the place was packed for a Saturday night dinner. The seafood was delicious and kids friendly. We rode our bikes to the restaurant and we had to wait 35 minutes to be seated because they do not...More,+1 609-492-2319,https://www.tripadvisor.com//Restaurant_Review-g46292-d475103-Reviews-Howard_s_Seafood_Restaurant-Beach_Haven_Long_Beach_Island_New_Jersey.html,http://www.howardsrestaurant.com/menu.html
479,Sandbox Cafe Surf City,1403 Long Beach Blvd,"Surf City, Long Beach Island, NJ 08008-6446","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,80 reviews,"Sat for 20 minutes asked five servers to place an order 
all told me I was not there table 
Walked a
Out and the manger owner asked me how it was 
I told him I never got to order 
Didn’t seem to care 
That was...More",+1 609-361-2524,https://www.tripadvisor.com//Restaurant_Review-g46856-d10181758-Reviews-Sandbox_Cafe_Surf_City-Surf_City_Long_Beach_Island_New_Jersey.html,https://www.facebook.com/sandboxcafe/menu/
480,Dockside Diner,2404 Long Beach Blvd,"Long Beach Township, Long Beach Island, NJ 08008-2541","$$ - $$$, American, Diner, Vegetarian Friendly",4 of 5 bubbles,100 reviews,Diner was not very busy. Abundance of waitresses for the small size. We were seated immediately. Food was just ok.Service was ok. Several messy tables even though there was plenty of help. Floors were dirty & sticky. Bathroom was clean & neat. Can't recommend it...More,+1 609-492-8466,https://www.tripadvisor.com//Restaurant_Review-g46581-d1906578-Reviews-Dockside_Diner-Long_Beach_Township_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
481,Harvey Cedars Shellfish Co,7904 Long Beach Blvd,"Harvey Cedars, Long Beach Island, NJ 08008-5952","$$ - $$$, American, Seafood",4 of 5 bubbles,117 reviews,Be prepared to have a great meal at a fair price. BYOB makes it affordable.  Fresh seafood at picnic tables. Wait staff is very attentive,+1 609-494-7112,https://www.tripadvisor.com//Restaurant_Review-g46496-d438797-Reviews-Harvey_Cedars_Shellfish_Co-Harvey_Cedars_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
482,Buckalew's Restaurant & Tavern,101 N Bay Ave,"Beach Haven, Long Beach Island, NJ 08008-1812","$$ - $$$, American, Bar, Vegetarian Friendly",3.5 of 5 bubbles,448 reviews,This establishment will probably outlast all of us.  The food is pretty good and the drinks are as well.,+1 609-492-1065,https://www.tripadvisor.com//Restaurant_Review-g46292-d438790-Reviews-Buckalew_s_Restaurant_Tavern-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
483,Raimondo's,1101 Long Beach Blvd,"Ship Bottom, Long Beach Island, NJ 08008-4503","$$$$, Italian, Gluten Free Options",4 of 5 bubbles,206 reviews,"We are locals.  Eaten at Raimondo’s too many times to count.   We will not be going back. Not after how we were treated tonight.  

It was a fabulous 25 degree evening.  Why would they have the patio open? Why would they take reservations for people...More",+1 609-494-5391,https://www.tripadvisor.com//Restaurant_Review-g46818-d438812-Reviews-Raimondo_s-Ship_Bottom_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
484,The Arlington,1302 Long Beach Blvd,"Ship Bottom, Long Beach Island, NJ 08008-4506","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,225 reviews,We frequent the Arlington for evening cocktails& often enjoy the bar menu. This was our 1 st time enjoying the brunch menu. What a pleasant surprise!! Brunch was excellent !! Will return!!,+1 609-494-8848,https://www.tripadvisor.com//Restaurant_Review-g46818-d4474317-Reviews-The_Arlington-Ship_Bottom_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
485,Greenhouse Cafe,605 Long Beach Blvd,"Ship Bottom, Long Beach Island, NJ 08008-4640","$$ - $$$, American, International, Vegetarian Friendly",4 of 5 bubbles,232 reviews,"It seems like the place is getting tired 
Ordered poached eggs and corned beef hash the hash was very burnt and the potatoes were soft my wife's omelet was thin but ok service from Pat was good",+1 609-494-7333,https://www.tripadvisor.com//Restaurant_Review-g46818-d439042-Reviews-Greenhouse_Cafe-Ship_Bottom_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
486,Pinky Shrimp's Seafood Co,8211 Long Beach Blvd,"Ship Bottom, Long Beach Island, NJ 08008-3465","$$ - $$$, American, Seafood, Gluten Free Options",4 of 5 bubbles,135 reviews,This is the place to go! Friendly people and food is great price and amazing ! Very casual atmosphere also ! They close for the season though,+1 609-492-0706,https://www.tripadvisor.com//Restaurant_Review-g46818-d448300-Reviews-Pinky_Shrimp_s_Seafood_Co-Ship_Bottom_Long_Beach_Island_New_Jersey.html,http://www.lobzilla.com/menu.html
487,Creperie de la Mer,126 N Bay Ave,"Beach Haven, Long Beach Island, NJ 08008-1816","$$ - $$$, Cafe, French, Vegetarian Friendly",5 of 5 bubbles,24 reviews,"My wife and I usually visit LBI every summer and we never pass up the chance to eat at this magnificent cafe.  Thw crepes are delicious.  Whether you get sweet or savory, they never disappoint.  The family that runs it is always friendly and warm....More",+1 609-709-7444,https://www.tripadvisor.com//Restaurant_Review-g46292-d12705586-Reviews-Creperie_de_la_Mer-Beach_Haven_Long_Beach_Island_New_Jersey.html,Check The Website for a Menu
488,Amore Ristorante,140 Rifle Camp Rd,"Woodland Park, NJ 07424-3305","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,88 reviews,"The most warn and welcoming environment, Excellent customer service, The  food was delicious and authentic.If you enjoy great Italian food with wonderful hospitality then this is the place for you.",+1 973-925-5600,https://www.tripadvisor.com//Restaurant_Review-g3411624-d7142087-Reviews-Amore_Ristorante-Woodland_Park_New_Jersey.html,Check The Website for a Menu
489,Vila Verde Restaurant,120 Terhune Dr,"Wayne, NJ 07470-7104","$$ - $$$, Seafood, Spanish, Portuguese",4.5 of 5 bubbles,142 reviews,"We used to go the Iron Bound section of Newark for Spanish/Portuguese cuisine.  We frequented the restaurant Spain for man years, after almost 50 years of preparing delicious Spanish/Portuguese cuisine, they sadly closed.

Since their closure it's been difficult to find an establishment that cooked...More",+1 973-616-0999,https://www.tripadvisor.com//Restaurant_Review-g46905-d3584502-Reviews-Vila_Verde_Restaurant-Wayne_New_Jersey.html,http://www.vilaverderestaurant.com/menus
490,Novellis Italian Restaurant,2410 Hamburg Tpke,"Wayne, NJ 07470-6226","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,144 reviews,Novellis is a really nice classy restaurant. Once I stepped foot into it the owners were very sweet and greeted us very well. We sat at a nice table by the fireplace and our waiter was great! The food was the best part. I truly...More,+1 973-835-3585,https://www.tripadvisor.com//Restaurant_Review-g46905-d2624819-Reviews-Novellis_Italian_Restaurant-Wayne_New_Jersey.html,Check The Website for a Menu
491,Viaggio Ristorante,1055 Hamburg Tpke,"Wayne, NJ 07470-3235","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,125 reviews,"We have been to this restaurant twice so far with another couple of friends, and both times we were very pleased with the service, menu, and quality of the food.
The servers were fun and entertaining, the food was fresh and satisfying, and the menu...More",+1 973-706-7277,https://www.tripadvisor.com//Restaurant_Review-g46905-d10842326-Reviews-Viaggio_Ristorante-Wayne_New_Jersey.html,https://viaggioristorante.com/our-menu/
492,Spiga,331 Union Blvd,"Totowa, NJ 07512-2553","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,70 reviews,"Spiga is a special restaurant. It has an extremely hi level of sophistication with respect to the food quality while making you feel like you are a guest in Joe and Laura’s home. The staff is warm and professional, attentive but not overbearing. There is...More",+1 973-389-0200,https://www.tripadvisor.com//Restaurant_Review-g46871-d7935234-Reviews-Spiga-Totowa_New_Jersey.html,http://www.diningconcepts.com/restaurants/SPIGA#rest_menu
493,The Cheesecake Factory,1700 Willowbrook Boulevard,"Wayne, NJ 07470","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,220 reviews,"We do not have one by us so being able to come here on our little trip was awesome. 

They do NOT DO CALL AHEAD or reservations which kind of suck.  We did have drinks while waiting but that was also hard to do while...More",+1 973-890-1400,https://www.tripadvisor.com//Restaurant_Review-g46905-d966907-Reviews-The_Cheesecake_Factory-Wayne_New_Jersey.html,https://order.thecheesecakefactory.com/menu/wayne-nj
494,Cyndia's,169 Union Blvd,"Totowa, NJ 07512-2603","$$ - $$$, American, Vegetarian Friendly",4.5 of 5 bubbles,35 reviews,Despite the long wait on a recent Sunday morning the breakfast was worth it. Our server was very friendly and offered suggestions. My husband got the Bagel Platter which had a nice amount of lox. I had the chicken waffles which were so good. I...More,+1 973-925-7778,https://www.tripadvisor.com//Restaurant_Review-g46871-d4837355-Reviews-Cyndia_s-Totowa_New_Jersey.html,Check The Website for a Menu
495,Libby's Lunch,98 McBride Ave,"Paterson, NJ 07501-2660","$, American, Fast Food, Diner",4.5 of 5 bubbles,102 reviews,"Excellent service. Good example of the famous NJ Texas Wiener.  I get there every couple of years. My question is--Did they change their brand of hot dog?  Maybe it's me, but they seem different.",+1 973-278-8718,https://www.tripadvisor.com//Restaurant_Review-g46718-d1133910-Reviews-Libby_s_Lunch-Paterson_New_Jersey.html,Check The Website for a Menu
496,LuNello's Resturant,182 Stevens Ave,"Cedar Grove, NJ 07009-1149","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,114 reviews,"My sisters and their husbands and I went here for my Mom’s 88th birthday. Wonderful restaurant. The food and service were spectacular. The portions were surprisingly large. But of course you pay for what you get. My brother-in-law picked up the tab, which had to...More",+1 973-837-1660,https://www.tripadvisor.com//Restaurant_Review-g46348-d6833248-Reviews-LuNello_s_Resturant-Cedar_Grove_New_Jersey.html,Check The Website for a Menu
497,Bahama Breeze,101 State Route 23,"Wayne, NJ 07470-6937","$$ - $$$, Caribbean, Bar, Bahamian",4 of 5 bubbles,207 reviews,Bahama Breeze provides a wide choice of very good dishes and very tasty cocktails. The ambiance is very inviting with great music in the background. The srevice is excellent and the staff is always professional and friendly.,+1 973-237-0412,https://www.tripadvisor.com//Restaurant_Review-g46905-d1874705-Reviews-Bahama_Breeze-Wayne_New_Jersey.html,Check The Website for a Menu
