,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
514,Double Dragon,3107 W Clearwater Ave,"Kennewick, WA 99336-2738","$, Chinese, Asian",4 of 5 bubbles,60 reviews,"Apparently there’s a rivalry about which is better:  Double Dragon or Shang Hai. So I tried both for dinner, a few days apart. DD fried rice was tastier, but SH portion (also tasty) was larger. Fried prawns perfect at DD, but SH had more, though...More",+1 509-737-8833,https://www.tripadvisor.com//Restaurant_Review-g58536-d2148244-Reviews-Double_Dragon-Kennewick_Tri_Cities_Washington.html,Check The Website for a Menu
515,Proof Gastropub,924 N Columbia Center Blvd,"Kennewick, WA 99336-7626","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,49 reviews,Stopped by last night. I'd had the Spanish clams before but this time asked if they could be served over pasta. They accommodated my request and it was fantastic. They were good the other time but the pasta put them over the top. We've been...More,+1 509-820-3321,https://www.tripadvisor.com//Restaurant_Review-g58536-d13328265-Reviews-Proof_Gastropub-Kennewick_Tri_Cities_Washington.html,Check The Website for a Menu
516,Cottage Cafe,6902 E Appleway Blvd,"Spokane Valley, WA 99212-0602","$$ - $$$, American, Diner, Cafe",4.5 of 5 bubbles,267 reviews,Had a business meeting for 3 people.  This place is crowded - good sign.  They do not take reservations and they will not put your name on the list until your entire party is present.  Great menu for breakfast - lots of variety.  Good quantity...More,509-928-8888,https://www.tripadvisor.com//Restaurant_Review-g1784998-d3245293-Reviews-Cottage_Cafe-Spokane_Valley_Washington.html,Check The Website for a Menu
517,Dave's Bar and Grill,12124 E Sprague Ave,"Spokane Valley, WA 99206-5147","$, American, Bar, Pub",4.5 of 5 bubbles,170 reviews,I had the pleasure of dining at Daves during a trip to the Spokane Valley Area. I had just been on the road all day at Pend Orielle and Kootenai Falls and arrived at Daves around 7:00 pm. I had no trouble finding parking as...More,+1 509-926-9640,https://www.tripadvisor.com//Restaurant_Review-g1784998-d2343847-Reviews-Dave_s_Bar_and_Grill-Spokane_Valley_Washington.html,Check The Website for a Menu
518,Twigs Bistro and Martini Bar,14728 E Indiana,"Spokane Valley, WA 99216","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,272 reviews,"I had the pleasure of visiting Twigs while in the Spokane Valley area for business. Twigs just happened to be on my list of Foodie destinations to try. I was very fortunate that my customer who I was taking out for lunch, recommended that we...More",+1 509-290-5636,https://www.tripadvisor.com//Restaurant_Review-g1784998-d2259634-Reviews-Twigs_Bistro_and_Martini_Bar-Spokane_Valley_Washington.html,Check The Website for a Menu
519,Ambrosia Bistro and Wine Bar,9211 E Montgomery Ave,"Spokane Valley, WA 99206-4291","$$ - $$$, American, Wine Bar, International",4.5 of 5 bubbles,158 reviews,Cozy and classy atmosphere. The service and food is top notch. The house wines are very good and they have a nice appetizer menu.,+1 509-928-3222,https://www.tripadvisor.com//Restaurant_Review-g1784998-d1101406-Reviews-Ambrosia_Bistro_and_Wine_Bar-Spokane_Valley_Washington.html,http://nebula.wsimg.com/9014e12bd00632b45fbdba7019c11885?AccessKeyId=306C4CB4ECA364ECD0F6&disposition=0&alloworigin=1
520,Max At Mirabeau,1100 N Sullivan Rd,"Spokane Valley, WA 99037-9551","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,243 reviews,"Food is above average with a good selection. Price point is on par with similar venues. Bar service is painfully slow. Order additional cacktails from the start, and before your food order. Food Service can be hit or miss as well. (Make sure you ordered...More",+1 509-922-6252,https://www.tripadvisor.com//Restaurant_Review-g1784998-d835756-Reviews-Max_At_Mirabeau-Spokane_Valley_Washington.html,http://www.maxatmirabeau.com/menu-2/
521,Thai Kitchen,621 S Pines Rd,"Spokane Valley, WA 99206-5449","$$ - $$$, Thai, Asian, Vegetarian Friendly",5 of 5 bubbles,60 reviews,Stopped here because we were int he valley and hungry.  So glad we did.  The curry is amazing.  The food is amazing and unlike most Thai restaurants it did not take a hour to get our food so that made it even better.   Enjoy!!!,+1 509-926-8161,https://www.tripadvisor.com//Restaurant_Review-g1784998-d1507136-Reviews-Thai_Kitchen-Spokane_Valley_Washington.html,Check The Website for a Menu
522,Top of India,11114 E Sprague Ave,"Spokane Valley, WA 99206-5218","$$ - $$$, Indian, Pakistani, Afghani",4.5 of 5 bubbles,104 reviews,Top of India does a nice job with traditional Indian cuisine. The naan is typically fresh and dishes very good.,+1 509-927-0500,https://www.tripadvisor.com//Restaurant_Review-g1784998-d413310-Reviews-Top_of_India-Spokane_Valley_Washington.html,Check The Website for a Menu
523,Brother's Office Pizzeria,13221 E 32nd Ave,"Spokane Valley, WA 99216-0138","$$ - $$$, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,58 reviews,"We have been to both Valley locations, multiple times. The stores are not really that big so finding a place to sit can sometimes be difficult. Not a place to bring more than about 6-8 people. Their pizza is quite excellent,  maybe in the Spokane...More",+1 509-926-4433,https://www.tripadvisor.com//Restaurant_Review-g1784998-d7684552-Reviews-Brother_s_Office_Pizzeria-Spokane_Valley_Washington.html,Check The Website for a Menu
524,HopsnDrops,14700 E Indiana Ave,"Spokane Valley, WA 99216-1839","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,96 reviews,"There are few places that serve a decent fish taco, and this is one of them!  We also enjoy their French dip, if you add the grilled onions.  Go with the tots as a side.  Crispy and delicious!",+1 509-241-3687,https://www.tripadvisor.com//Restaurant_Review-g1784998-d7314258-Reviews-HopsnDrops-Spokane_Valley_Washington.html,https://hopsndrops.com/menus/
525,Red Robin Gourmet Burgers,14736 E Indiana Ave,"Spokane Valley, WA 99216-1814","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,195 reviews,"Got a new server, he had to look up lots of items including a whiskey and coke of how to place the order. Food was like other burger joints, drinks were strong though",+1 509-921-1634,https://www.tripadvisor.com//Restaurant_Review-g1784998-d3609231-Reviews-Red_Robin_Gourmet_Burgers-Spokane_Valley_Washington.html,Check The Website for a Menu
526,Dos Amigos,12119 E Trent Ave,"Spokane Valley, WA 99206-4639","$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,44 reviews,"We split the tamale and burrito special.  I'm guessing it was the 'special' because it was $1 cheaper than the regular meal, which was overpriced to begin with.  If this restaurant really is rated the best in Mexican cuisine in Spokane Valley, then it is...More",+1 509-891-6555,https://www.tripadvisor.com//Restaurant_Review-g1784998-d845459-Reviews-Dos_Amigos-Spokane_Valley_Washington.html,Check The Website for a Menu
527,SMACKY'S ON BROADWAY,6415 E Broadway Ave,"Spokane Valley, WA 99212-1036","$, American, Vegetarian Friendly",4.5 of 5 bubbles,43 reviews,"Title says it all. Best sandwich in town. 
I come here often enough and have tried almost every thing they have to offer. I say for a fact it cant be beat. Give it a shot order from the large menu or ask for the...More",Not Available,https://www.tripadvisor.com//Restaurant_Review-g1784998-d3333365-Reviews-SMACKY_S_ON_BROADWAY-Spokane_Valley_Washington.html,Check The Website for a Menu
528,HuHot Mongolian Grill,11703 E Sprague Ave,"Spokane Valley, WA 99206-6128","$$ - $$$, Asian, Mongolian, Vegetarian Friendly",4 of 5 bubbles,108 reviews,Great place to go with family or friends. You pick what you want with the sauces you want and they cook it up right there while you wait. The staff is great and the food is always fresh and wonderful. It is all you can...More,+1 509-891-8711,https://www.tripadvisor.com//Restaurant_Review-g1784998-d413635-Reviews-HuHot_Mongolian_Grill-Spokane_Valley_Washington.html,https://www.huhot.com/menu/
529,Boston's Restaurant & Sports Bar,14004 E Indiana Ave,"Spokane, WA 99216-1451","$$ - $$$, American, Bar, Pizza",4 of 5 bubbles,66 reviews,Have always liked this place but our last visit was a disappointment. The portions have become smaller and the prices have risen. We had dinner there and the quinoa that was part of my dinner was loaded with terriyaki sauce and tasted terrible. I couldn't...More,+1 509-927-4284,https://www.tripadvisor.com//Restaurant_Review-g58759-d3683734-Reviews-Boston_s_Restaurant_Sports_Bar-Spokane_Washington.html,http://www.bostons.com/menu
530,La Plaza de Mexico,9420 E Sprague Ave,"Spokane, WA 99206-3615","$$ - $$$, Mexican, Vegetarian Friendly",4.5 of 5 bubbles,45 reviews,"Super yummy authentic Mexican quinine. Great atmosphere everytime. Every nice staff, so friendly folks. Highly recommended.",+1 509-924-3959,https://www.tripadvisor.com//Restaurant_Review-g58759-d852155-Reviews-La_Plaza_de_Mexico-Spokane_Washington.html,http://www.laplazademexico.com/Menu.html
531,Little Euro,517 N Pines Rd,"Spokane Valley, WA 99206-5124","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,76 reviews,I knew it would be a great place for breakfast when I saw the giant machine making fresh squeezed orange juice. Yes please. Friendly staff. The avacado toast was delicious. Crepes and cinnamon rolls looked amazing.,+1 509-891-7662,https://www.tripadvisor.com//Restaurant_Review-g1784998-d4835156-Reviews-Little_Euro-Spokane_Valley_Washington.html,http://www.littleeurorestaurant.com/menu.html
532,Black Angus Steakhouse - Spokane,14724 E Indiana Ave,"Spokane, WA 99216-1814","$$ - $$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,181 reviews,"Started with the three cheese garlic bread it was delicious!
Ordered the 8oz prime rib cooked medium and the twin lobster 🦞 tails sides of a Caesar salad and loaded baked potato 
Everything we ordered was delicious",+1 509-927-1177,https://www.tripadvisor.com//Restaurant_Review-g58759-d2371437-Reviews-Black_Angus_Steakhouse_Spokane-Spokane_Washington.html,Check The Website for a Menu
533,Rancho Viejo,14201 E Sprague Ave,"Spokane Valley, WA 99216-2108","$$ - $$$, Mexican, Vegetarian Friendly",4.5 of 5 bubbles,47 reviews,Their plates are huge and it was way too much to eat for a dinner. The food was rather bland without a distinctive taste.,+1 509-927-8428,https://www.tripadvisor.com//Restaurant_Review-g1784998-d1778690-Reviews-Rancho_Viejo-Spokane_Valley_Washington.html,http://ranchoviejomexican.com/full-menu/3200123
534,Craft And Gather,4403 S Dishman Mica Rd,"Spokane Valley, WA 99206-9373","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,38 reviews,We enjoyed drinks and dinner on New Years Eve at Craft and Gather.  The Maple Old Fashioned was quite good and I really enjoyed my Kayleigh Salad with Chicken.  Cool spot in Spokane Valley.,+1 509-795-1825,https://www.tripadvisor.com//Restaurant_Review-g1784998-d12483644-Reviews-Craft_And_Gather-Spokane_Valley_Washington.html,Check The Website for a Menu
535,Ferraros,11204 E Sprague Ave,"Spokane, WA 99206-5220","$$ - $$$, Italian, Vegetarian Friendly",4 of 5 bubbles,54 reviews,We had a group of 20+ for dinner and the service was great.  Everyone enjoyed their food and we felt it was a good value.  The baked penne was a highlight!,+1 509-928-2303,https://www.tripadvisor.com//Restaurant_Review-g58759-d4022893-Reviews-Ferraros-Spokane_Washington.html,https://www.ferrarosfamilyitalian.com/north-location-menu-1
536,Jenny's Cafe,9425 E Sprague Ave,"Spokane Valley, WA 99206-3614","$, American, Cafe, Diner",4 of 5 bubbles,47 reviews,"Portion is huge. Endless hash browns offered but it’s hard to get through the initial serving. Nice omelette with 3 ingredients at a very good price. 

Yummy jam. 

Good coffee.

Great service. Attentive and friendly. 

Can’t go wrong here for breakfast.",+1 509-928-8055,https://www.tripadvisor.com//Restaurant_Review-g1784998-d1047519-Reviews-Jenny_s_Cafe-Spokane_Valley_Washington.html,Check The Website for a Menu
537,O'Doherty's Irish Pub & BBQ Cater Co,11723 E Sprague Ave,"Spokane Valley, WA 99206-5138","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,48 reviews,"This place is amazing! Every time my wife and I travel through Spokane we eat here. The building is cleverly decorated, the staff is amazing, and the food/beer is off the chain! Sheppard’s pie and scotch eggs for me please!",+1 509-924-2578,https://www.tripadvisor.com//Restaurant_Review-g1784998-d4777686-Reviews-O_Doherty_s_Irish_Pub_BBQ_Cater_Co-Spokane_Valley_Washington.html,Check The Website for a Menu
538,La Michoacana Market,9907 E Sprague Ave,"Spokane, WA 99206-3623","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,30 reviews,"We have tried this place several times, and what it lacks in atmosphere, it makes up for with the quality and authenticity of the food.  If you like Mexican food and haven't tried this place yet, don't wait......give it a shot, amigos!",+1 509-926-8251,https://www.tripadvisor.com//Restaurant_Review-g58759-d834095-Reviews-La_Michoacana_Market-Spokane_Washington.html,Check The Website for a Menu
539,English Setter Brewing Company,15310 E Marietta Ave,"Spokane Valley, WA 99216-1876","$$ - $$$, Bar, Pub",4.5 of 5 bubbles,19 reviews,"After driving by English Setter for months, my wife and I decided to stop in & see what they had to offer. The server offered several tastings & we decided on the Goldendoodle, which was nice. They also have games, an outdoor patio & a...More",+1 509-413-3663,https://www.tripadvisor.com//Restaurant_Review-g1784998-d10454772-Reviews-English_Setter_Brewing_Company-Spokane_Valley_Washington.html,Check The Website for a Menu
540,Longhorn Barbecue,2315 N Argonne Rd,"Spokane Valley, WA 99212-2346","$$ - $$$, American, Barbecue",3.5 of 5 bubbles,112 reviews,"It''s good enough for Spokane because there''s really not enough people here who would know or appreciate exceptional Texas Style barbecue. Of all Texas barbecue there''s a lot more ""bad"" barbecue than there is good, probably half to two thirds (that is directly sourced from...More",+1 509-924-9600,https://www.tripadvisor.com//Restaurant_Review-g1784998-d4944595-Reviews-Longhorn_Barbecue-Spokane_Valley_Washington.html,http://thelonghornbbq.com/uploads/spokane-valley/menus/Spokane-Valley-Menu.pdf
541,Casa De Oro,1611 N Mullan Rd,"Spokane Valley, WA 99206-4052","$$ - $$$, Mexican",4 of 5 bubbles,45 reviews,"We came from out of town for a baseball tournament, we just showed up (a group of 25) with no reservation , they were a bit busy but they were so awesome and friendly, accommodating,  and all around an awesome experience for all! Food was...More",+1 509-921-2122,https://www.tripadvisor.com//Restaurant_Review-g1784998-d4839972-Reviews-Casa_De_Oro-Spokane_Valley_Washington.html,Check The Website for a Menu
542,Le Brothers Vietnamese Cuisine,12012 E Sprague Ave,"Spokane Valley, WA 99206-5100","$, Asian, Vietnamese, Soups",4.5 of 5 bubbles,25 reviews,"Little restaurant with eclectic exterior so much if you blinked on the road you would miss it but stop if you can as the food is great. 

Service is great

Umami of the beef pho is to die for. Good portions of veggies with a...More",+1 509-928-9112,https://www.tripadvisor.com//Restaurant_Review-g1784998-d4659168-Reviews-Le_Brothers_Vietnamese_Cuisine-Spokane_Valley_Washington.html,Check The Website for a Menu
543,Applebee's,12217 E Mission Ave,"Spokane Valley, WA 99206-4849","$$ - $$$, American, Bar",3.5 of 5 bubbles,130 reviews,Checked in late at the hotel and went to Applebee's for dinner.  Nice restaurant.  Had the fettuccine alfredo which was good.  Not as good as you would get at an Italian restaurant though.,+1 509-928-2494,https://www.tripadvisor.com//Restaurant_Review-g1784998-d521860-Reviews-Applebee_s-Spokane_Valley_Washington.html,Check The Website for a Menu
544,Bangkok Thai,101 N Argonne Rd,"Spokane Valley, WA 99212-2833","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,35 reviews,This Thai restaurant had a wonderful choice of Thai food. The portions were not too bad either. We went on a Sunday evening and it wasn’t too crowded. I would recommend this restaurant if you enjoy Thai.,+1 509-315-9943,https://www.tripadvisor.com//Restaurant_Review-g1784998-d3196533-Reviews-Bangkok_Thai-Spokane_Valley_Washington.html,http://www.SpokaneBangkokThai.com/menus/
545,De Leon Foods,15530 E Sprague Ave,"Spokane Valley, WA 99037-8945","$, Mexican, Vegetarian Friendly",4.5 of 5 bubbles,18 reviews,"I quite enjoyed my taco's al pastor Saturday special.  This is a great spot for a quick bite, but its not a fine dining experience.  Bright seating area with lots of windows.  If I lived closer, I would be a regular here.",+1 509-926-5009,https://www.tripadvisor.com//Restaurant_Review-g1784998-d10042994-Reviews-De_Leon_Foods-Spokane_Valley_Washington.html,http://www.deleonfoods.net/menu.html
546,Amaro Bistro,18333 Bothell Way NE,"Bothell, WA 98011-1901","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,173 reviews,"This is truly a special restaurant in Bothell!  We were not served for over two hours at McMenamins Anderson school down the street (even though they were not busy) and finally left to go to Amaro Bistro.  The hostess greeted us with a smile, we...More",+1 425-485-2300,https://www.tripadvisor.com//Restaurant_Review-g58362-d7336942-Reviews-Amaro_Bistro-Bothell_Washington.html,Check The Website for a Menu
547,Crystal Creek Cafe,22620 Bothell Everett Hwy,"Bothell, WA 98021-8456","$$ - $$$, American, Cafe, Diner",4 of 5 bubbles,254 reviews,"The Crystal Creek Cafe has a good reputation, and deserves it.  Clearly, many people agree - it was crowded for breakfast.  Very welcoming and cheerful service.  Quite a large restaurant, with booths and tables.  Very tasty pancakes and bacon - more than I could eat...More",+1 425-486-7781,https://www.tripadvisor.com//Restaurant_Review-g58362-d899268-Reviews-Crystal_Creek_Cafe-Bothell_Washington.html,Check The Website for a Menu
548,Russell's,3305 Monte Villa Pkwy,"Bothell, WA 98021-8972","$$$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,265 reviews,"A Very comfortable restaurant with superlative quality, perfect service and awesome food.
I try to go on every visit to Seattle.",+1 425-892-8492,https://www.tripadvisor.com//Restaurant_Review-g58362-d661937-Reviews-Russell_s-Bothell_Washington.html,Check The Website for a Menu
549,Grazie Ristorante Italiano,23207 Bothell Everett Hwy,"Bothell, WA 98021-9334","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,209 reviews,"We came for a birthday and were not disappointed.
We were seated in a nice little corner booth and our server, Sawyer, took great care of us.  
They have a large menu and a fresh sheet as well.  My favorite is the Tagliatelle Primavera (with...More",+1 425-402-9600,https://www.tripadvisor.com//Restaurant_Review-g58362-d433215-Reviews-Grazie_Ristorante_Italiano-Bothell_Washington.html,Check The Website for a Menu
550,Bonefish Grill,22616 Bothell Everett Hwy,"Bothell, WA 98021-8420","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,264 reviews,"A great Valentines Day Meal!!. Even with sold out, standing room only while patrons waiting to be seated, the hostess staff  met each customer with a cordial, heartfelt welcome. Kitchen  responded with well prepared, quality meals with minimum delay and meals were excexptional, properly serverd....More",+1 425-485-0305,https://www.tripadvisor.com//Restaurant_Review-g58362-d1054665-Reviews-Bonefish_Grill-Bothell_Washington.html,Check The Website for a Menu
551,Carolina Smoke BBQ & Catering,23806 Bothell Everett Hwy,"Bothell, WA 98021-9379","$$ - $$$, American, Barbecue",4.5 of 5 bubbles,113 reviews,"After a long day of driving, the craving for bbq was so great that we had to pull over in Spartanburg, SC.. we were blown away by the friendly service and moist brisket..I tried all the sauces and settled on the Mild..

The restaurant was...More",+1 425-949-8672,https://www.tripadvisor.com//Restaurant_Review-g58362-d2648660-Reviews-Carolina_Smoke_BBQ_Catering-Bothell_Washington.html,Check The Website for a Menu
552,Pen Thai Restaurant,10107 Main St,"Bothell, WA 98011-3425","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,214 reviews,"Excellent food and service. The Panang curry really stood out. Service was not that friendly. Other than that, the food was hot and quick.",+1 425-398-7300,https://www.tripadvisor.com//Restaurant_Review-g58362-d464030-Reviews-Pen_Thai_Restaurant-Bothell_Washington.html,Check The Website for a Menu
553,Alexa's Cafe and Catering,10115 Main St,"Bothell, WA 98011-3425","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,141 reviews,"There are so many 5 star reviews for this place that it seems like I must keep ordering the bad stuff.  Because we live in the area we have been here several times, and I never have enjoyed the food.  The ambience is great, the...More",+1 425-402-1754,https://www.tripadvisor.com//Restaurant_Review-g58362-d464041-Reviews-Alexa_s_Cafe_and_Catering-Bothell_Washington.html,Check The Website for a Menu
554,Julio's Restaurant,10023 NE 183rd St,"Bothell, WA 98011-3421","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,101 reviews,"There are 4-5 Mexican Restaurants about 1 mile from Julio's, Do yourself a favor and go to one of them before you go to Julio's. My wife and I have eaten lunch here a few times and it was fine. In fact, good. This evening...More",+1 425-485-1769,https://www.tripadvisor.com//Restaurant_Review-g58362-d3510939-Reviews-Julio_s_Restaurant-Bothell_Washington.html,Check The Website for a Menu
555,Beardslee Public House,19116 Beardslee Blvd Ste 201,"Bothell, WA 98011-0202","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,191 reviews,"Came here while shopping. Waiter was attentive but could have cared less about our concerns. Wanted cider, but pickings were slim.  Grilled cheese and tomato soup- soup good, sandwich not so much. Hubby had Reuben burger - dripped grease to fill his plate. Don't think...More",+1 425-286-1001,https://www.tripadvisor.com//Restaurant_Review-g58362-d8559926-Reviews-Beardslee_Public_House-Bothell_Washington.html,http://www.beardsleeph.com
556,Korea House,20615 Bothell Everett Hwy,"Bothell, WA 98012-8556","$$ - $$$, Asian, Korean, Vegetarian Friendly",4.5 of 5 bubbles,45 reviews,"This is our staple Korean restaurant, we always order the tofu soup and the staff is friendly. The food is about average for someone who grew up eating Korean food and the portion sizes are ok but overall we keep coming back",+1 425-486-8866,https://www.tripadvisor.com//Restaurant_Review-g58362-d7608045-Reviews-Korea_House-Bothell_Washington.html,http://eat24hrs.com/restaurants/order2/menu.php?id=54722
557,Hana Sushi,10114 Main St,"Bothell, WA 98011-3426","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,47 reviews,"We have a Japanese student staying with us. We were celebrating her birthday by taking her out to dinner. She was missing her home food. We took her to Hana Sushi, in Bothell, for that dinner. She was very happy and excited to have some...More",+1 425-489-1963,https://www.tripadvisor.com//Restaurant_Review-g58362-d451191-Reviews-Hana_Sushi-Bothell_Washington.html,Check The Website for a Menu
558,Vivendo Ristorante,23718 Bothell Everett Hwy,"Bothell, WA 98021-9363","$$ - $$$, Italian, Mediterranean, Greek",4.5 of 5 bubbles,61 reviews,"It was late and needed a reservation in 20 minutes, outside if possible, the owners made it happen.  Osso Bucco was excellent as were the ravioli and pasta dishes. My husband was so pleased that they had a Gluten Free pasta on the menu.  The...More",+1 425-487-3202,https://www.tripadvisor.com//Restaurant_Review-g58362-d1894664-Reviews-Vivendo_Ristorante-Bothell_Washington.html,https://vivendorestaurante.com/dinner-menu/
559,Pasion Tequila,19103 Bothell Way NE,"Bothell, WA 98011-2938","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,74 reviews,"Really great Mexican food! Our party of 9 all enjoyed our meals. Typical Mexican menu, but everything tastes better here. The staff was also very friendly and helpful.",+1 425-488-1308,https://www.tripadvisor.com//Restaurant_Review-g58362-d3530310-Reviews-Pasion_Tequila-Bothell_Washington.html,http://pasion-tequila.com/menu/4338931
560,Sparta's Pizza & Pasta House in Bothell,18817 Bothell Way NE,"Bothell, WA 98011-1932","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,53 reviews,The Atmosphere was great and the food was on point. We had a few folks visiting from out of town and they were able to accommodate all 10 of us on a busy Friday night without too long of a wait. I love the cheese...More,+1 425-485-1227,https://www.tripadvisor.com//Restaurant_Review-g58362-d3694533-Reviews-Sparta_s_Pizza_Pasta_House_in_Bothell-Bothell_Washington.html,Check The Website for a Menu
561,The Original Pancake House,1904 201st Pl SE,"Bothell, WA 98012-8561","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,58 reviews,Went there for the Sourdough Pancakes.  They were great.  Awesome service.  Bacon slices were thick!!  Ate before the pics.  Oooops.,+1 425-419-4476,https://www.tripadvisor.com//Restaurant_Review-g58362-d2305470-Reviews-The_Original_Pancake_House-Bothell_Washington.html,https://ophlive.com/menu/
562,McMenamins,18603 Bothell Way NE,"Bothell, WA 98011-1928","$$ - $$$, American, Bar, Pub",3.5 of 5 bubbles,161 reviews,We have stayed there a number of times.  Excellant place to stay. There are two places to eat and both are great.  They have a salt water pool that is great.  The atmosphere is so unique and always interesting.,+1 425-398-0122,https://www.tripadvisor.com//Restaurant_Review-g58362-d8746813-Reviews-McMenamins-Bothell_Washington.html,Check The Website for a Menu
563,Sushi Chinoise,19122 112th Ave NE,"Bothell, WA 98011-1730","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,24 reviews,"Pleasant surroundings, good service, reasonable price, good tempura.  Not too crowded at 8:30 but still very pleasant dinner.",+1 425-402-0200,https://www.tripadvisor.com//Restaurant_Review-g58362-d10400280-Reviews-Sushi_Chinoise-Bothell_Washington.html,http://www.sushichinoise.com/wp-content/uploads/2019/06/Sushi-Chinoise-Dinner-menu-June-20191.pdf
564,Revolve True Food & Wine Bar,10024 Main St,"Bothell, WA 98011-3464","$$ - $$$, Bar, Contemporary, Fusion",4 of 5 bubbles,30 reviews,"Took my fiancé here for Valentine’s Day. She discovered a while back that she has a gluten allergy which has really limited what she can eat. I on the other hand, was very skeptical. Long story short, the food was delicious and I left very...More",+1 425-287-6420,https://www.tripadvisor.com//Restaurant_Review-g58362-d11667329-Reviews-Revolve_True_Food_Wine_Bar-Bothell_Washington.html,https://revolvefoodwine.com/menus/
565,Tavern on the Square,18607 Bothell Way NE,"Bothell, WA 98011-1928","$$ - $$$, American, Bar, Pub",3.5 of 5 bubbles,108 reviews,"The building was lovely with plenty of wood trim, stained glass and a huge fireplace. Our group of gals were seated at a lovely round table. I was surprised by the service, she seemed overwhelmed. We had to remind her of a few items that...More",+1 425-398-0122,https://www.tripadvisor.com//Restaurant_Review-g58362-d9597101-Reviews-Tavern_on_the_Square-Bothell_Washington.html,Check The Website for a Menu
566,Lombardi's Italian Restaurant,19409 Bothell Everett Hwy,"Bothell, WA 98012-7114","$$ - $$$, Italian",4 of 5 bubbles,66 reviews,"Went here last weekend with my grandsons. We got seated quickly and the waiter was very friendly. We had the Calamari and Caprese  salad, both were great. We then had the Lasagna with Béchamel sauce that was amazing. Great food and staff. I highly recommend...More",+1 425-892-2931,https://www.tripadvisor.com//Restaurant_Review-g58362-d3318208-Reviews-Lombardi_s_Italian_Restaurant-Bothell_Washington.html,https://www.lombardisitalian.com/millcreek-menu/
567,The Bine Beer & Food,10127 Main St Suite A,"Bothell, WA 98011-3425","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,14 reviews,"We had a pretty amazing experience here. It would be a 5 star for me if they had more tables available (to be fair, it is because it was so busy aka popular). They had a wonderful gluten free bun so I was able to...More",+1 425-908-7464,https://www.tripadvisor.com//Restaurant_Review-g58362-d12873480-Reviews-The_Bine_Beer_Food-Bothell_Washington.html,https://www.thebinebothell.com/
568,The Hop and Hound,18116 101st Ave NE,"Bothell, WA 98011-3447","$, Bar, Pub",4.5 of 5 bubbles,19 reviews,"We love having the Hop & Hound in Bothell.  They have a good rotating variety of beers - I can usually get something unique there I haven't tried before. They allow, maybe even encourage dogs, so we love them for that. We frequently bring ours...More",+1 425-486-2337,https://www.tripadvisor.com//Restaurant_Review-g58362-d6931295-Reviews-The_Hop_and_Hound-Bothell_Washington.html,Check The Website for a Menu
569,Jalisco Mexican Restaurant,1715 228th St SE Ste 102,"Bothell, WA 98021-8445","$$ - $$$, Mexican, Vegetarian Friendly",4 of 5 bubbles,53 reviews,I had chicken enchiladas for lunch and though on the whole it was ok the chicken wasn't really seasoned. The rice was seasoned well but crunchy. The margarita I got with lunch was good enough for me ignore the crunchy rice though.,+1 425-481-3931,https://www.tripadvisor.com//Restaurant_Review-g58362-d464044-Reviews-Jalisco_Mexican_Restaurant-Bothell_Washington.html,Check The Website for a Menu
