,Name,Street Address,Location,Type,Reviews,No of Reviews,Contact Number,Trip_advisor Url,Menu
464,Union,37 E Union St,"Pasadena, CA 91103-3923","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,183 reviews,+1 626-795-5841,https://www.tripadvisor.com//Restaurant_Review-g32859-d6884353-Reviews-Union-Pasadena_California.html,http://unionpasadena.com/menu
465,Russell's,30 N Fair Oaks Ave,"Pasadena, CA 91103-3609","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,411 reviews,+1 626-578-1404,https://www.tripadvisor.com//Restaurant_Review-g32859-d585586-Reviews-Russell_s-Pasadena_California.html,Check The Website for a Menu
466,Houston's,320 S Arroyo Pkwy,"Pasadena, CA 91105-2516","$$ - $$$, American, Sushi, Vegetarian Friendly",4.5 of 5 bubbles,647 reviews,+1 626-577-6001,https://www.tripadvisor.com//Restaurant_Review-g32859-d343289-Reviews-Houston_s-Pasadena_California.html,Check The Website for a Menu
467,La Grande Orange Cafe,260 S Raymond Ave,"Pasadena, CA 91105-2014","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,605 reviews,+1 626-356-4444,https://www.tripadvisor.com//Restaurant_Review-g32859-d1239578-Reviews-La_Grande_Orange_Cafe-Pasadena_California.html,Check The Website for a Menu
468,Gale's Italian Restaurant and Bar,452 S Fair Oaks Ave,"Pasadena, CA 91105-2634","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,386 reviews,+1 626-432-6705,https://www.tripadvisor.com//Restaurant_Review-g32859-d359037-Reviews-Gale_s_Italian_Restaurant_and_Bar-Pasadena_California.html,Check The Website for a Menu
469,Cafe Santorini,64 W Union St,"Pasadena, CA 91103-3627","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,472 reviews,+1 626-564-4200,https://www.tripadvisor.com//Restaurant_Review-g32859-d343285-Reviews-Cafe_Santorini-Pasadena_California.html,http://cafesantorini.com/wp-content/uploads/2019/01/Cafe_Santorini_dinner_menu.pdf
470,Green Street Restaurant,146 Shoppers Ln,"Pasadena, CA 91101-2618","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,479 reviews,+1 626-577-7170,https://www.tripadvisor.com//Restaurant_Review-g32859-d4522441-Reviews-Green_Street_Restaurant-Pasadena_California.html,Check The Website for a Menu
471,Marston's,151 E Walnut St,"Pasadena, CA 91103-3834","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,258 reviews,+1 626-796-2459,https://www.tripadvisor.com//Restaurant_Review-g32859-d343299-Reviews-Marston_s-Pasadena_California.html,Check The Website for a Menu
472,Arroyo Chop House,536 S Arroyo Pkwy,"Pasadena, CA 91105-2520","$$$$, American, Steakhouse, Contemporary",4.5 of 5 bubbles,236 reviews,+1 626-577-7463,https://www.tripadvisor.com//Restaurant_Review-g32859-d343317-Reviews-Arroyo_Chop_House-Pasadena_California.html,Check The Website for a Menu
473,Slater's 50/50,61 N Raymond Ave,"Pasadena, CA 91103-3919","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,269 reviews,+1 626-765-9700,https://www.tripadvisor.com//Restaurant_Review-g32859-d3656733-Reviews-Slater_s_50_50-Pasadena_California.html,https://slaters5050.com/menus/lunch-and-dinner-california/
474,Urth Caffe,594 E Colorado Blvd,"Pasadena, CA 91101-2004","$$ - $$$, American, Cafe, Vegetarian Friendly",4 of 5 bubbles,288 reviews,+1 626-844-4644,https://www.tripadvisor.com//Restaurant_Review-g32859-d4833341-Reviews-Urth_Caffe-Pasadena_California.html,Check The Website for a Menu
475,Roy's Restaurant,641 E Colorado Blvd,"Pasadena, CA 91101-2005","$$$$, Polynesian, Hawaiian, American",4.5 of 5 bubbles,314 reviews,+1 626-356-4066,https://www.tripadvisor.com//Restaurant_Review-g32859-d1188471-Reviews-Roy_s_Restaurant-Pasadena_California.html,Check The Website for a Menu
476,President Thai Restaurant,498 S Rosemead Blvd,"Pasadena, CA 91107-4940","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,164 reviews,+1 626-578-9814,https://www.tripadvisor.com//Restaurant_Review-g32859-d343380-Reviews-President_Thai_Restaurant-Pasadena_California.html,Check The Website for a Menu
477,True Food Kitchen,168 W Colorado Blvd,"Pasadena, CA 91105","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,127 reviews,+1 626-639-6818,https://www.tripadvisor.com//Restaurant_Review-g32859-d10840779-Reviews-True_Food_Kitchen-Pasadena_California.html,Check The Website for a Menu
478,Mi Piace,25 E Colorado Blvd,"Pasadena, CA 91105-1901","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,545 reviews,+1 626-795-3131,https://www.tripadvisor.com//Restaurant_Review-g32859-d343311-Reviews-Mi_Piace-Pasadena_California.html,Check The Website for a Menu
479,Malbec,1001 E Green St,"Pasadena, CA 91106-2404","$$$$, Steakhouse, Latin, Argentinean",4.5 of 5 bubbles,193 reviews,+1 626-683-0550,https://www.tripadvisor.com//Restaurant_Review-g32859-d1072642-Reviews-Malbec-Pasadena_California.html,http://www.malbeccuisine.com/pasadena/lunch-menu
480,Bistro 45,45 S Mentor Ave,"Pasadena, CA 91106-2901","$$$$, French, American, Vegetarian Friendly",4.5 of 5 bubbles,118 reviews,+1 626-795-2478,https://www.tripadvisor.com//Restaurant_Review-g32859-d343288-Reviews-Bistro_45-Pasadena_California.html,Check The Website for a Menu
481,Ramen Tatsunoya,16 N Fair Oaks Ave,"Pasadena, CA 91103-3607","$, Japanese, Asian, Soups",4.5 of 5 bubbles,72 reviews,+1 626-432-1768,https://www.tripadvisor.com//Restaurant_Review-g32859-d9609308-Reviews-Ramen_Tatsunoya-Pasadena_California.html,Check The Website for a Menu
482,Yard House,300 E Colorado Blvd,"Pasadena, CA 91101-2265","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,261 reviews,+1 626-577-9273,https://www.tripadvisor.com//Restaurant_Review-g32859-d344327-Reviews-Yard_House-Pasadena_California.html,Check The Website for a Menu
483,Il Fornaio,24 W Union St,"Pasadena, CA 91103-3627","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,277 reviews,+1 626-683-9797,https://www.tripadvisor.com//Restaurant_Review-g32859-d343314-Reviews-Il_Fornaio-Pasadena_California.html,Check The Website for a Menu
484,The Terrace at The Langham,1401 S Oak Knoll Ave,"Pasadena, CA 91106-4508","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,293 reviews,+1 626-585-6218,https://www.tripadvisor.com//Restaurant_Review-g32859-d509373-Reviews-The_Terrace_at_The_Langham-Pasadena_California.html,Check The Website for a Menu
485,Osawa Pasadena,77 N Raymond Ave,"Pasadena, CA 91103-3919","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,77 reviews,+1 626-683-1150,https://www.tripadvisor.com//Restaurant_Review-g32859-d4837350-Reviews-Osawa_Pasadena-Pasadena_California.html,https://www.theosawa.com/menu
486,Nick's on South Lake Avenue,336 S Lake Ave,"Pasadena, CA 91101-3508","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,79 reviews,+1 626-787-1444,https://www.tripadvisor.com//Restaurant_Review-g32859-d12482322-Reviews-Nick_s_on_South_Lake_Avenue-Pasadena_California.html,http://nicksrestaurants.com/nicks-pasadena/menus
487,Settebello,625 E Colorado Blvd,"Pasadena, CA 91101-2005","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,139 reviews,626-765-9550,https://www.tripadvisor.com//Restaurant_Review-g32859-d2417492-Reviews-Settebello-Pasadena_California.html,Check The Website for a Menu
488,El Portal Restaurant,695 E Green St,"Pasadena, CA 91101-2149","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4 of 5 bubbles,168 reviews,+1 626-795-8553,https://www.tripadvisor.com//Restaurant_Review-g32859-d343286-Reviews-El_Portal_Restaurant-Pasadena_California.html,Check The Website for a Menu
489,Central Park Restaurant,219 S Fair Oaks Ave,"Pasadena, CA 91105-2005","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,117 reviews,+1 626-449-4499,https://www.tripadvisor.com//Restaurant_Review-g32859-d3164308-Reviews-Central_Park_Restaurant-Pasadena_California.html,Check The Website for a Menu
490,The Raymond Restaurant,1250 S Fair Oaks Ave,"Pasadena, CA 91105-3417","$$ - $$$, American, International, Vegetarian Friendly",4 of 5 bubbles,176 reviews,+1 626-441-3136,https://www.tripadvisor.com//Restaurant_Review-g32859-d343279-Reviews-The_Raymond_Restaurant-Pasadena_California.html,http://www.theraymond.com/menus/
491,Ruth's Chris Steak House,369 East Colorado Boulevard,"Pasadena, CA 91101","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,173 reviews,+1 626-583-8122,https://www.tripadvisor.com//Restaurant_Review-g32859-d790244-Reviews-Ruth_s_Chris_Steak_House-Pasadena_California.html,Check The Website for a Menu
492,Roma D Italia,611 El Camino Real,"Tustin, CA 92780-4309","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,276 reviews,+1 714-544-0273,https://www.tripadvisor.com//Restaurant_Review-g33198-d467960-Reviews-Roma_D_Italia-Tustin_California.html,Check The Website for a Menu
493,Ruth's Chris Steak House,2961 Michelson Drive,"Irvine, CA 92612","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,374 reviews,+1 949-252-8848,https://www.tripadvisor.com//Restaurant_Review-g32530-d467886-Reviews-Ruth_s_Chris_Steak_House-Irvine_California.html,Check The Website for a Menu
494,Houston's,2991 Michelson Dr,"Irvine, CA 92612-0623","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,448 reviews,+1 949-833-0977,https://www.tripadvisor.com//Restaurant_Review-g32530-d344079-Reviews-Houston_s-Irvine_California.html,Check The Website for a Menu
495,The Winery Restaurant & Wine Bar,2647 Park Ave,"Tustin, CA 92782-2707","$$$$, Steakhouse, American, Contemporary",4.5 of 5 bubbles,188 reviews,+1 714-258-7600,https://www.tripadvisor.com//Restaurant_Review-g33198-d946491-Reviews-The_Winery_Restaurant_Wine_Bar-Tustin_California.html,Check The Website for a Menu
496,Il Fornaio,18051 Von Karman Ave,"Irvine, CA 92612-1003","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,346 reviews,+1 949-261-1444,https://www.tripadvisor.com//Restaurant_Review-g32530-d341637-Reviews-Il_Fornaio-Irvine_California.html,Check The Website for a Menu
497,Urban Plates,3972 Barranca Pkwy,"Irvine, CA 92606-1204","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,229 reviews,+1 949-387-2600,https://www.tripadvisor.com//Restaurant_Review-g32530-d4928094-Reviews-Urban_Plates-Irvine_California.html,Check The Website for a Menu
498,90 Pacifica Restaurant and Bar,90 Pacifica,"Irvine, CA 92618-3312","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,97 reviews,+1 949-471-8888,https://www.tripadvisor.com//Restaurant_Review-g32530-d4855269-Reviews-90_Pacifica_Restaurant_and_Bar-Irvine_California.html,Check The Website for a Menu
499,Bistango Restaurant,19100 Von Karman Ave,"Irvine, CA 92612-1539","$$$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,243 reviews,+1 949-752-5222,https://www.tripadvisor.com//Restaurant_Review-g32530-d341598-Reviews-Bistango_Restaurant-Irvine_California.html,Check The Website for a Menu
500,North Italia,2957 Michelson Dr,"Irvine, CA 92612-0623","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,196 reviews,+1 949-629-7060,https://www.tripadvisor.com//Restaurant_Review-g32530-d9701204-Reviews-North_Italia-Irvine_California.html,Check The Website for a Menu
501,CUCINA enoteca Irvine,532 Spectrum Center Dr,"Irvine, CA 92618-4955","$$ - $$$, Italian, Wine Bar, Vegetarian Friendly",4 of 5 bubbles,343 reviews,+1 949-861-2222,https://www.tripadvisor.com//Restaurant_Review-g32530-d2460129-Reviews-CUCINA_enoteca_Irvine-Irvine_California.html,Check The Website for a Menu
502,Lazy Dog Restaurant & Bar,13290 Jamboree Rd,"Irvine, CA 92602-2310","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,139 reviews,+1 714-731-9700,https://www.tripadvisor.com//Restaurant_Review-g32530-d2096348-Reviews-Lazy_Dog_Restaurant_Bar-Irvine_California.html,Check The Website for a Menu
503,Lucille's Smokehouse BBQ,2550 Park Ave,"Tustin, CA 92782-2712","$$ - $$$, American, Bar, Barbecue",4 of 5 bubbles,267 reviews,+1 714-259-1227,https://www.tripadvisor.com//Restaurant_Review-g33198-d1052801-Reviews-Lucille_s_Smokehouse_BBQ-Tustin_California.html,Check The Website for a Menu
504,The Capital Grille,3333 Bristol St,"Costa Mesa, CA 92626-1873","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,399 reviews,+1 714-432-1140,https://www.tripadvisor.com//Restaurant_Review-g32253-d1918933-Reviews-The_Capital_Grille-Costa_Mesa_California.html,Check The Website for a Menu
505,Mastro's Steakhouse,633 Anton Blvd,"Costa Mesa, CA 92626-1919","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,455 reviews,+1 714-546-7405,https://www.tripadvisor.com//Restaurant_Review-g32253-d680061-Reviews-Mastro_s_Steakhouse-Costa_Mesa_California.html,Check The Website for a Menu
506,Seasons 52,3333 Bristol St,"Costa Mesa, CA 92626-1873","$$ - $$$, American, Contemporary, Vegetarian Friendly",4.5 of 5 bubbles,583 reviews,+1 714-437-5252,https://www.tripadvisor.com//Restaurant_Review-g32253-d1869434-Reviews-Seasons_52-Costa_Mesa_California.html,Check The Website for a Menu
507,Wood Ranch BBQ & Grill,57 Fortune Dr,"Irvine, CA 92618-4939","$$ - $$$, American, Barbecue, Bar",4 of 5 bubbles,152 reviews,+1 949-337-4850,https://www.tripadvisor.com//Restaurant_Review-g32530-d2589776-Reviews-Wood_Ranch_BBQ_Grill-Irvine_California.html,https://www.woodranch.com/menus/
508,HiroNori Craft Ramen,2222 Michelson Dr,"Irvine, CA 92612-1332","$$ - $$$, Japanese, Asian, Vegetarian Friendly",5 of 5 bubbles,45 reviews,+1 949-536-5800,https://www.tripadvisor.com//Restaurant_Review-g32530-d12841414-Reviews-HiroNori_Craft_Ramen-Irvine_California.html,Check The Website for a Menu
509,Din Tai Fung,3333 Bristol St,"Costa Mesa, CA 92626-1873","$$ - $$$, Chinese, Vegan Options",4.5 of 5 bubbles,412 reviews,+1 714-549-3388,https://www.tripadvisor.com//Restaurant_Review-g32253-d7002210-Reviews-Din_Tai_Fung-Costa_Mesa_California.html,https://dintaifungusa.com/menu/appetizers/
510,Sam Woo,15333 Culver Dr Ste 720,"Irvine, CA 92604-7128","$$ - $$$, Chinese, Seafood, Asian",4 of 5 bubbles,253 reviews,+1 949-262-0688,https://www.tripadvisor.com//Restaurant_Review-g32530-d736508-Reviews-Sam_Woo-Irvine_California.html,Check The Website for a Menu
511,Rutabegorz,158 W Main St,"Tustin, CA 92780","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,174 reviews,+1 714-731-9807,https://www.tripadvisor.com//Restaurant_Review-g33198-d680119-Reviews-Rutabegorz-Tustin_California.html,Check The Website for a Menu
512,Texas de Brazil,13772 Jamboree Rd,"Irvine, CA 92602-1200","$$ - $$$, Brazilian, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,70 reviews,+1 949-209-1500,https://www.tripadvisor.com//Restaurant_Review-g32530-d10786493-Reviews-Texas_de_Brazil-Irvine_California.html,https://texasdebrazil.com/menu/meats/
513,Agora Churrascaria,1830 Main St,"Irvine, CA 92614-6718","$$$$, Steakhouse, Brazilian, Barbecue",4 of 5 bubbles,170 reviews,+1 949-222-9910,https://www.tripadvisor.com//Restaurant_Review-g32530-d817116-Reviews-Agora_Churrascaria-Irvine_California.html,Check The Website for a Menu
514,Andrei's Conscious Cuisine & Cocktails,2607 Main St,"Irvine, CA 92614-6228","$$ - $$$, Mediterranean, American, International",4 of 5 bubbles,106 reviews,+1 949-387-8887,https://www.tripadvisor.com//Restaurant_Review-g32530-d1556580-Reviews-Andrei_s_Conscious_Cuisine_Cocktails-Irvine_California.html,Check The Website for a Menu
515,Paul Martin's American Grill,534 Spectrum Center Drive,"Irvine, CA 92618","$$ - $$$, American, Bar, Gluten Free Options",4.5 of 5 bubbles,54 reviews,+1 949-453-1144,https://www.tripadvisor.com//Restaurant_Review-g32530-d10500469-Reviews-Paul_Martin_s_American_Grill-Irvine_California.html,Check The Website for a Menu
516,Eddie V's Wildfish,1370 Bison Ave,"Newport Beach, CA 92660-9071","$$$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,440 reviews,+1 949-720-9925,https://www.tripadvisor.com//Restaurant_Review-g32780-d1862747-Reviews-Eddie_V_s_Wildfish-Newport_Beach_California.html,Check The Website for a Menu
517,El Torito Grill,1910 Main St,"Irvine, CA 92614-7200","$$ - $$$, Mexican, Latin, Southwestern",4 of 5 bubbles,207 reviews,+1 949-975-1220,https://www.tripadvisor.com//Restaurant_Review-g32530-d847057-Reviews-El_Torito_Grill-Irvine_California.html,Check The Website for a Menu
518,Panini Kabob Grill - Irvine,3041 Michelson Dr,"Irvine, CA 92612-0626","$$ - $$$, Mediterranean, International, Grill",4.5 of 5 bubbles,90 reviews,+1 949-260-9800,https://www.tripadvisor.com//Restaurant_Review-g32530-d4873216-Reviews-Panini_Kabob_Grill_Irvine-Irvine_California.html,http://paninikabobgrill.com/menu/
519,Old Vine Kitchen & Bar,2937 Bristol St,"Costa Mesa, CA 92626-5982","$$ - $$$, American, Cafe, International",4.5 of 5 bubbles,202 reviews,+1 714-545-1411,https://www.tripadvisor.com//Restaurant_Review-g32253-d1015160-Reviews-Old_Vine_Kitchen_Bar-Costa_Mesa_California.html,https://oldvinekitchenbar.com/breakfast-menu/
520,Water Grill,3300 Bristol St,"Costa Mesa, CA 92626-1806","$$$$, American, Seafood, Vegetarian Friendly",4 of 5 bubbles,185 reviews,+1 949-208-7060,https://www.tripadvisor.com//Restaurant_Review-g32253-d11675755-Reviews-Water_Grill-Costa_Mesa_California.html,Check The Website for a Menu
521,Maggiano's Little Italy,3333 Bristol St,"Costa Mesa, CA 92626-1873","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,621 reviews,+1 714-546-9555,https://www.tripadvisor.com//Restaurant_Review-g32253-d341581-Reviews-Maggiano_s_Little_Italy-Costa_Mesa_California.html,Check The Website for a Menu
522,Henry's Ocean View Dining,21100 Pacific Coast Highway,"Huntington Beach, CA 92648","$$ - $$$, Steakhouse, Seafood",5 of 5 bubbles,7 reviews,+1 714-845-8450,https://www.tripadvisor.com//Restaurant_Review-g32513-d17692094-Reviews-Henry_s_Ocean_View_Dining-Huntington_Beach_California.html,Check The Website for a Menu
523,Sugar Shack Cafe,213 1/2 Main St,"Huntington Beach, CA 92648-5127","$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,"1,021 reviews",+1 714-536-0355,https://www.tripadvisor.com//Restaurant_Review-g32513-d468005-Reviews-Sugar_Shack_Cafe-Huntington_Beach_California.html,Check The Website for a Menu
524,Sushi On Fire,301 Main St,"Huntington Beach, CA 92648-5170","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,518 reviews,+1 714-960-1698,https://www.tripadvisor.com//Restaurant_Review-g32513-d602298-Reviews-Sushi_On_Fire-Huntington_Beach_California.html,Check The Website for a Menu
525,Duke's Huntington Beach,317 Pacific Coast Hwy,"Huntington Beach, CA 92648-5161","$$ - $$$, American, Bar, Seafood",4.5 of 5 bubbles,"1,788 reviews",+1 714-374-6446,https://www.tripadvisor.com//Restaurant_Review-g32513-d343900-Reviews-Duke_s_Huntington_Beach-Huntington_Beach_California.html,Check The Website for a Menu
526,Watertable,21500 Pacific Coast Hwy,"Huntington Beach, CA 92648-5300","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,261 reviews,+1 714-845-4776,https://www.tripadvisor.com//Restaurant_Review-g32513-d7702899-Reviews-Watertable-Huntington_Beach_California.html,Check The Website for a Menu
527,Cucina Alessa,520 Main St,"Huntington Beach, CA 92648-5134","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,298 reviews,+1 714-969-2148,https://www.tripadvisor.com//Restaurant_Review-g32513-d1535602-Reviews-Cucina_Alessa-Huntington_Beach_California.html,Check The Website for a Menu
528,Captain Jack's Restaurant,16812 Pacific Coast Hwy,"Huntington Beach, CA 92649-2837","$$$$, American, Seafood",4.5 of 5 bubbles,439 reviews,+1 562-592-2514,https://www.tripadvisor.com//Restaurant_Review-g32513-d467897-Reviews-Captain_Jack_s_Restaurant-Huntington_Beach_California.html,http://captainjackssunsetbeach.com/
529,Sandys Beach Shack,315 Pacific Coast Hwy,"Huntington Beach, CA 92648-5161","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,584 reviews,+1 714-374-7273,https://www.tripadvisor.com//Restaurant_Review-g32513-d343899-Reviews-Sandys_Beach_Shack-Huntington_Beach_California.html,Check The Website for a Menu
530,Matsu Restaurant,18035 Beach Blvd,"Huntington Beach, CA 92648-1304","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,163 reviews,+1 714-848-4404,https://www.tripadvisor.com//Restaurant_Review-g32513-d467895-Reviews-Matsu_Restaurant-Huntington_Beach_California.html,Check The Website for a Menu
531,Ruby's Diner,1 Main St,"Huntington Beach, CA 92648-8193","$$ - $$$, American, Diner, Vegetarian Friendly",4 of 5 bubbles,892 reviews,+1 714-969-7829,https://www.tripadvisor.com//Restaurant_Review-g32513-d468077-Reviews-Ruby_s_Diner-Huntington_Beach_California.html,Check The Website for a Menu
532,Pete's Sunset Grille,21500 Pacific Coast Hwy,"Huntington Beach, CA 92648-5300","$$ - $$$, American, Bar, Gluten Free Options",4 of 5 bubbles,194 reviews,+1 714-845-4775,https://www.tripadvisor.com//Restaurant_Review-g32513-d495597-Reviews-Pete_s_Sunset_Grille-Huntington_Beach_California.html,Check The Website for a Menu
533,Ola Mexican Kitchen,21040 Pacific Coast Hwy,"Huntington Beach, CA 92648-5383","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,253 reviews,+1 714-969-7300,https://www.tripadvisor.com//Restaurant_Review-g32513-d9782237-Reviews-Ola_Mexican_Kitchen-Huntington_Beach_California.html,https://olamexicankitchen.com/menu/
534,Capone's Cucina,19688 Beach Blvd,"Huntington Beach, CA 92648-2991","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,105 reviews,+1 714-593-2888,https://www.tripadvisor.com//Restaurant_Review-g32513-d467992-Reviews-Capone_s_Cucina-Huntington_Beach_California.html,Check The Website for a Menu
535,BJ's Restaurant & Brewhouse,200 Main St,"Huntington Beach, CA 92648-8121","$$ - $$$, American, Bar, Deli",4 of 5 bubbles,356 reviews,+1 714-374-2224,https://www.tripadvisor.com//Restaurant_Review-g32513-d341784-Reviews-BJ_s_Restaurant_Brewhouse-Huntington_Beach_California.html,Check The Website for a Menu
536,Simmzy's Pub,21028 Pacific Coast Hwy,"Huntington Beach, CA 92648-5333","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,122 reviews,+1 714-831-1240,https://www.tripadvisor.com//Restaurant_Review-g32513-d9452932-Reviews-Simmzy_s_Pub-Huntington_Beach_California.html,http://www.simmzys.com/pub/menu
537,Mangia-Mangia,16709 Goldenwest St,"Huntington Beach, CA 92647-4417","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,87 reviews,+1 714-841-8887,https://www.tripadvisor.com//Restaurant_Review-g32513-d850416-Reviews-Mangia_Mangia-Huntington_Beach_California.html,Check The Website for a Menu
538,Sunset Pizza & Pasta,16711 Pacific Ave,"Huntington Beach, CA 90742","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,75 reviews,+1 562-592-1133,https://www.tripadvisor.com//Restaurant_Review-g32513-d865206-Reviews-Sunset_Pizza_Pasta-Huntington_Beach_California.html,Check The Website for a Menu
539,25 Degrees,412 Walnut Ave,"Huntington Beach, CA 92648-5158","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,126 reviews,+1 714-960-2525,https://www.tripadvisor.com//Restaurant_Review-g32513-d1582767-Reviews-25_Degrees-Huntington_Beach_California.html,Check The Website for a Menu
540,Buon Gusto,4911 Warner Ave,"Huntington Beach, CA 92649-5177","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,113 reviews,+1 714-846-2600,https://www.tripadvisor.com//Restaurant_Review-g32513-d2468922-Reviews-Buon_Gusto-Huntington_Beach_California.html,https://www.buongustohb.com/menu/
541,Harbor House Cafe,16341 Pacific Coast Hwy,"Huntington Beach, CA 92649-1821","$$ - $$$, American, Cafe, Diner",4 of 5 bubbles,157 reviews,+1 562-592-5404,https://www.tripadvisor.com//Restaurant_Review-g32513-d680096-Reviews-Harbor_House_Cafe-Huntington_Beach_California.html,Check The Website for a Menu
542,Fred's Mexican Cafe,300 Pacific Coast Hwy Ste 201,"Huntington Beach, CA 92648-5113","$$ - $$$, Mexican, Southwestern, Bar",4 of 5 bubbles,540 reviews,+1 714-374-8226,https://www.tripadvisor.com//Restaurant_Review-g32513-d467916-Reviews-Fred_s_Mexican_Cafe-Huntington_Beach_California.html,Check The Website for a Menu
543,Mona Lisa Cucina,9017 Adams Ave,"Huntington Beach, CA 92646-3401","$$ - $$$, Italian",4.5 of 5 bubbles,63 reviews,+1 714-965-9900,https://www.tripadvisor.com//Restaurant_Review-g32513-d3833054-Reviews-Mona_Lisa_Cucina-Huntington_Beach_California.html,Check The Website for a Menu
544,Pacific Hideaway,500 Pacific Coast Highway,"Huntington Beach, CA 92648","$$ - $$$, Fusion, Bar, Seafood",4.5 of 5 bubbles,40 reviews,+1 714-965-4448,https://www.tripadvisor.com//Restaurant_Review-g32513-d12364858-Reviews-Pacific_Hideaway-Huntington_Beach_California.html,http://www.pacifichideawayhb.com/menus/
545,The Red Table,16821 Algonquin St,"Huntington Beach, CA 92649-5609","$$ - $$$, American, International, Gluten Free Options",4.5 of 5 bubbles,88 reviews,+1 714-846-4700,https://www.tripadvisor.com//Restaurant_Review-g32513-d2513470-Reviews-The_Red_Table-Huntington_Beach_California.html,Check The Website for a Menu
546,Olive Pit Grill,16365 Bolsa Chica St,"Huntington Beach, CA 92649-2664","$$ - $$$, Mediterranean, Greek, Middle Eastern",4.5 of 5 bubbles,84 reviews,+1 714-316-5000,https://www.tripadvisor.com//Restaurant_Review-g32513-d2066929-Reviews-Olive_Pit_Grill-Huntington_Beach_California.html,Check The Website for a Menu
547,Las Barcas,21032 Beach Blvd,"Huntington Beach, CA 92648-5402","$, Mexican, Vegetarian Friendly",4.5 of 5 bubbles,77 reviews,+1 714-536-2616,https://www.tripadvisor.com//Restaurant_Review-g32513-d841642-Reviews-Las_Barcas-Huntington_Beach_California.html,Check The Website for a Menu
548,The Black Trumpet Bistro Tapas & Wine Bar,7041 Yorktown Ave,"Huntington Beach, CA 92648-2466","$$ - $$$, International, Mediterranean, Fusion",4.5 of 5 bubbles,110 reviews,+1 714-842-1122,https://www.tripadvisor.com//Restaurant_Review-g32513-d4291096-Reviews-The_Black_Trumpet_Bistro_Tapas_Wine_Bar-Huntington_Beach_California.html,http://www.theblacktrumpetbistro.com/menu/
