,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
472,Buzzy's New York Style Pizza,7617 Niagara Falls Blvd,"Niagara Falls, NY 14304-1721","$$ - $$$, Italian, American, Pizza",4 of 5 bubbles,454 reviews,"Passed in 100’s of times, read the reviews ,finally tried.WOW! Wings were the finest we’ve had in a long time. If you like flavourful but not saucy wings - this is your place.perfectly cooked, sauced right, no long wait. Pizza was also very good, nice...More",+1 716-283-5333,https://www.tripadvisor.com//Restaurant_Review-g48261-d389369-Reviews-Buzzy_s_New_York_Style_Pizza-Niagara_Falls_New_York.html,Check The Website for a Menu
473,Olive Garden,1532 Military Rd,"Niagara Falls, NY 14304-1732","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,378 reviews,"Went on a Friday evening when it was PACKED!!!  we walked in ,asked for a booth .told lady we were from out of state and immediatelywas  placed in a booth

We ordered our meal and the server came with the salad and shortly after that...More",+1 716-297-3818,https://www.tripadvisor.com//Restaurant_Review-g48261-d2343520-Reviews-Olive_Garden-Niagara_Falls_New_York.html,Check The Website for a Menu
474,Power City Eatery,444 3rd Street,"Niagara Falls, NY 14301-1506","$$ - $$$, American, Cafe, Deli",4.5 of 5 bubbles,72 reviews,"Terrific sandwich -- everything was fresh and homemade -- nothing out of a jar, here.  Very friendly staff and interesting decor.  I'm so glad I ventured into the falls to try this out.  It's really worth a stop.",+1 716-299-0124,https://www.tripadvisor.com//Restaurant_Review-g48261-d10748578-Reviews-Power_City_Eatery-Niagara_Falls_New_York.html,http://powercityeatery.com/menu/
475,Top of The Falls Restaurant,Goat Island,"Niagara Falls, NY 14303","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,747 reviews,"Not only does the view make this place but the food is amazing. Our server,, was very informative about the menu and had excellent recommendations.  As for drinks, she said the Hurricane and Iced Tea were her favs so we ordered one of each of...More",+1 716-278-0340,https://www.tripadvisor.com//Restaurant_Review-g48261-d389416-Reviews-Top_of_The_Falls_Restaurant-Niagara_Falls_New_York.html,Check The Website for a Menu
476,Fuji Grill,7310 Niagara Falls Blvd,"Niagara Falls, NY 14304-1718","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,129 reviews,The service and food were wonderful and there are the cutest private booths!  Lots of ambiance. Would definitely eat here again.,+1 716-283-6888,https://www.tripadvisor.com//Restaurant_Review-g48261-d3916364-Reviews-Fuji_Grill-Niagara_Falls_New_York.html,https://www.fujigrillny.com/menu/
477,Rock Burger,328 Niagara St,"Niagara Falls, NY 14303-1141","$, American, Bar, Pub",5 of 5 bubbles,37 reviews,By far the best burger I have ever had! Shopping trip to buffalo met with friends and they said let's introduce you to the best burger ever! They were not kidding. A must try for everyone! Have fun picking a bigger though it's hard they...More,+1 716-436-1102,https://www.tripadvisor.com//Restaurant_Review-g48261-d12670653-Reviews-Rock_Burger-Niagara_Falls_New_York.html,Check The Website for a Menu
478,Hard Rock Cafe,333 Prospect St,"Niagara Falls, NY 14303-1105","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,"1,741 reviews","We arrived and were seated right away.  The food was good and came out quick.  Our server was very attentive and efficient and nice.

The menu selection seemed kind of small and the prices were very high in my opinion.  Definitely not my favorite restaurant.",+1 716-282-0007,https://www.tripadvisor.com//Restaurant_Review-g48261-d389374-Reviews-Hard_Rock_Cafe-Niagara_Falls_New_York.html,Check The Website for a Menu
479,The Why Coffee Shop,1319 Main St,"Niagara Falls, NY 14301-1117","$, American, Diner",4.5 of 5 bubbles,87 reviews,"This little corner place is owned by the daughter of the founder, (since passed), GREAT service, prices, selection. ALL home made right there in front of you as the kitchen is open.",Not Available,https://www.tripadvisor.com//Restaurant_Review-g48261-d2199828-Reviews-The_Why_Coffee_Shop-Niagara_Falls_New_York.html,Check The Website for a Menu
480,El Cubilete,9400 Niagara Falls Blvd,"Niagara Falls, NY 14304-4907","$$ - $$$, Mexican, Southwestern, Latin",4.5 of 5 bubbles,150 reviews,"Chicken quesadilla roja with rice on the side was very good. Extremely filling, it was a little too messy for me personally but this is my first time eating actual Mexican food instead of mighty taco lol. I would definitely  go again and maybe ask...More",+1 716-297-4500,https://www.tripadvisor.com//Restaurant_Review-g48261-d7683214-Reviews-El_Cubilete-Niagara_Falls_New_York.html,Check The Website for a Menu
481,Duff's Famous Wings,8351 Niagara Falls Blvd,"Niagara Falls, NY 14304-4708","$, American, Bar, Pub",4 of 5 bubbles,214 reviews,"We got wings, and boneless wings. They weren’t anything extraordinary. Service was poor and slow . Never got one of our orders and was given the wrong bill! Definitely have had better",+1 716-236-0333,https://www.tripadvisor.com//Restaurant_Review-g48261-d4766801-Reviews-Duff_s_Famous_Wings-Niagara_Falls_New_York.html,Check The Website for a Menu
482,The Western Door,310 4th St,"Niagara Falls, NY 14303-1242","$$$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,287 reviews,We were celebrating a belated Valintine's to avoid the crowds and enjoy a leisurely  dinner.We had eaten there twice before and the meals have been inconsistent. This time everything was exceptional. Our servers were attentive but not intrusive. Steve and Jimmie were professional and personable.My...More,+1 716-299-1100,https://www.tripadvisor.com//Restaurant_Review-g48261-d681088-Reviews-The_Western_Door-Niagara_Falls_New_York.html,https://senecaniagaracasino.com/restaurant-menus/
483,Rainforest Cafe,300 3rd St,"Niagara Falls, NY 14303-1102","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,"1,117 reviews",Had a celebration with our grandkids.  Had a great time exploring the restaurant with my grandkids and the food was good.,+1 716-278-2626,https://www.tripadvisor.com//Restaurant_Review-g48261-d8283430-Reviews-Rainforest_Cafe-Niagara_Falls_New_York.html,https://www.sheratonatthefalls.com/wp-content/uploads/2017/05/NEW_RFC_Main_Menu_w_2017_SATF.jpg
484,Three Sister's Cafe,310 4th St,"Niagara Falls, NY 14303-1242","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,282 reviews,Had very good breakfasts here during my stay at the hotel. Staff was friendly and food was good. The breakfast buffet wasn’t much of anything but in a pinch it was Just ok.,+1 877-873-6322,https://www.tripadvisor.com//Restaurant_Review-g48261-d1755543-Reviews-Three_Sister_s_Cafe-Niagara_Falls_New_York.html,https://senecaniagaracasino.com/restaurant-menus/
485,The Como Restaurant and Lounge,2220 Pine Ave,"Niagara Falls, NY 14301","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,282 reviews,Ninety plus years of fine Italian dining in Niagara Falls.  Nostalgic photos on the wall and wonderful meals on the table.  Eat family style or choose a romantic setting with some fine wine. A trip to the Falls isn’t complete without a stop at the...More,+1 716-285-9341,https://www.tripadvisor.com//Restaurant_Review-g48261-d683851-Reviews-The_Como_Restaurant_and_Lounge-Niagara_Falls_New_York.html,Check The Website for a Menu
486,Polish Nook,2242 Cudaback Ave,"Niagara Falls, NY 14303-1807","$$ - $$$, Polish",4.5 of 5 bubbles,67 reviews,Wanting something other than steak or pizza I tried this Polish Nook. This second generation family-run restaurant was full of regular customers enjoying excellent food. At first glance outside I wondered whether I had the right place as it seemed very nondescript. A small menu...More,+1 716-282-6712,https://www.tripadvisor.com//Restaurant_Review-g48261-d389414-Reviews-Polish_Nook-Niagara_Falls_New_York.html,Check The Website for a Menu
487,Nelsons Cafe,2298 River Rd,"Niagara Falls, NY 14304-3712","$, American, Cafe, Diner",5 of 5 bubbles,41 reviews,"Small hometown restaurant wirh great food and service. Serving breakfast, lunch and Friday dinners. Everything is made from scratch. The Omelettes and pancakes are the best.Very clean and friendly.",+1 716-694-0444,https://www.tripadvisor.com//Restaurant_Review-g48261-d10083110-Reviews-Nelsons_Cafe-Niagara_Falls_New_York.html,Check The Website for a Menu
488,LongHorn Steakhouse,1861 Military Rd,"Niagara Falls, NY 14304-1724","$$ - $$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,180 reviews,We were given a beeper upon arrival. One hour later when I checked with the hostess she said that they had called us earlier and that the beepers had not been working all weekend.  I asked why we had been given one and why we...More,+1 716-297-0347,https://www.tripadvisor.com//Restaurant_Review-g48261-d7807051-Reviews-LongHorn_Steakhouse-Niagara_Falls_New_York.html,Check The Website for a Menu
489,Mulino's of Westchester,99 Court St,"White Plains, NY 10601-4220","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,290 reviews,"This restaurant is one of a kind in Westchester. It offers the best of Italian hospitality. Valet parking, beautiful doors to the entrance, gracious coat check, classy bar, and a warm welcome. The decor and ambiance are second to none in Westchester. Nice layout, warm...More",+1 914-761-1818,https://www.tripadvisor.com//Restaurant_Review-g48883-d542932-Reviews-Mulino_s_of_Westchester-White_Plains_New_York.html,Check The Website for a Menu
490,City Limits Diner,200 Central Ave,"White Plains, NY 10606-1123","$$ - $$$, American, Bar, Diner",4 of 5 bubbles,621 reviews,"Salmon omelette was good, two eggs over easy were barely cooked.  Hash browns here are very different, can't decided if we really liked or not.  Service was good, lots of staff.  Very loud",+1 914-686-9000,https://www.tripadvisor.com//Restaurant_Review-g48883-d458249-Reviews-City_Limits_Diner-White_Plains_New_York.html,Check The Website for a Menu
491,Alex's Bar & Grille,577 N Broadway,"White Plains, NY 10603-3220","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,122 reviews,We arrived at 5:30pm on a Saturday.  The place was empty at that time but we were made to wait while restaurant personnel decided if they were going to seat us since we didn't have a reservation!  Stuck us in a dead corner with a...More,+1 914-358-1444,https://www.tripadvisor.com//Restaurant_Review-g48883-d1464214-Reviews-Alex_s_Bar_Grille-White_Plains_New_York.html,Check The Website for a Menu
492,The Melting Pot,30 Mamaroneck Ave,"White Plains, NY 10601-3308","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,222 reviews,"Been coming here a while and don’t usually write reviews. Today Danaya gave us the best service I’ve had anywhere ever! She was truly amazing and had us smiling all night and that deserves recognition! Also, when reserving a table online, the 3 roses make...More",+1 914-993-6358,https://www.tripadvisor.com//Restaurant_Review-g48883-d1028387-Reviews-The_Melting_Pot-White_Plains_New_York.html,Check The Website for a Menu
493,Benjamin Steakhouse,610 W Hartsdale Ave,"White Plains, NY 10607-1812","$$$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,232 reviews,Had dinner with 4 friends in December. We received good service from our waiter however a few of us were not impressed with the cut or flavor of our meat. We had 2 bottles of wine with dinner and appetizers and our check was almost...More,+1 914-428-6868,https://www.tripadvisor.com//Restaurant_Review-g48883-d1994508-Reviews-Benjamin_Steakhouse-White_Plains_New_York.html,Check The Website for a Menu
494,Sam's of Gedney Way,50 Gedney Way,"White Plains, NY 10605-2518","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,192 reviews,"Juan, our waiter gave us excellent service.  After we were seated, he brought us a basket of fresh croissants and scones that were so good, he brought us some more.Brunch entrees come with a free Mimosa, Bloody Mary or Bellini. The French toast was very...More",+1 914-949-0978,https://www.tripadvisor.com//Restaurant_Review-g48883-d458248-Reviews-Sam_s_of_Gedney_Way-White_Plains_New_York.html,Check The Website for a Menu
495,Buon Amici,238 Central Ave,"White Plains, NY 10606-1218","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,170 reviews,"My mother, daughter and I traveled to White Plains for the 1st time to look at Pace U.  We went to dinner on Valentine's Day.  They had a special menu for the evening.  We had a mozzarella, sausage, basil roll appetizer.  The handmade lobster ravioli...More",+1 914-997-1399,https://www.tripadvisor.com//Restaurant_Review-g48883-d544857-Reviews-Buon_Amici-White_Plains_New_York.html,Check The Website for a Menu
496,Westchester Burger,106 Westchester Ave,"White Plains, NY 10601-4514","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,180 reviews,"Came here with the family for dinner tonight... walked in, no one around. Older gentlemen arrived while taking loudly on his phone on an obvious personal call. He didn't even put the phone down to seat us, just led us to a table and walked...More",+1 914-358-9399,https://www.tripadvisor.com//Restaurant_Review-g48883-d2067299-Reviews-Westchester_Burger-White_Plains_New_York.html,Check The Website for a Menu
497,Aberdeen Seafood and Dim Sum,3 Barker Ave,"White Plains, NY 10601-1509","$$ - $$$, Chinese, Asian, Seafood",4 of 5 bubbles,149 reviews,"the dim sum is not tops but it is so much better than the rest If you want dim sum in Westchester, this is the place to go. I usually dim sum in the city but this is so much more convenient and essentially the...More",+1 914-288-0188,https://www.tripadvisor.com//Restaurant_Review-g48883-d788272-Reviews-Aberdeen_Seafood_and_Dim_Sum-White_Plains_New_York.html,Check The Website for a Menu
498,Hudson Grille,165 Mamaroneck Ave,"White Plains, NY 10601-5302","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,191 reviews,Tuesday night. Our corporate group took over the covered patio room. The buffet was pleasantly good. Open bar helped out many. We could have used some more options but it was OK. A highlight was the dessert. Get the sorbets or the toffee cake. Both...More,+1 914-997-2000,https://www.tripadvisor.com//Restaurant_Review-g48883-d2022552-Reviews-Hudson_Grille-White_Plains_New_York.html,Check The Website for a Menu
499,Morton's The Steakhouse,5 Mamaroneck Ave,"White Plains, NY 10601","$$$$, American, Steakhouse",4 of 5 bubbles,234 reviews,"We went to Morton's to celebrate a friend's birthday. We sat, and waited, and waited, for water. We asked several people, after 25 minutes, our palates were finally satiated. The waitress ( I apologize) had the worst breath. You could smell the periodontal disease from...More",+1 914-683-6101,https://www.tripadvisor.com//Restaurant_Review-g48883-d556929-Reviews-Morton_s_The_Steakhouse-White_Plains_New_York.html,Check The Website for a Menu
500,Sapori,324 Central Ave,"White Plains, NY 10606-1210","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,105 reviews,"Finally a place that is a culinary delight, with attentive service and fair prices. How do they do it????!!!! This is the go to place for family events, special dates, or just to enjoy a great meal....with surprisingly remarkable desserts!",+1 914-684-8855,https://www.tripadvisor.com//Restaurant_Review-g48883-d4831663-Reviews-Sapori-White_Plains_New_York.html,Check The Website for a Menu
501,Mediterraneo,189 Main St,"White Plains, NY 10601-3101","$$ - $$$, Pizza, Mediterranean, Vegetarian Friendly",4.5 of 5 bubbles,61 reviews,"What a great spot in White Plains with wonder food, ambience, and service.  We had the halibut that was fantastic.  A must go restaurant.",+1 914-448-8800,https://www.tripadvisor.com//Restaurant_Review-g48883-d11826787-Reviews-Mediterraneo-White_Plains_New_York.html,Check The Website for a Menu
502,Anthony's Coal Fired Pizza,264 Main St,"White Plains, NY 10601-2404","$$ - $$$, Pizza, Italian, Vegetarian Friendly",4 of 5 bubbles,109 reviews,"The meatballs are amazing, the dry rub wings are delectable! My friend ordered the regular wings with onions on top and they came out cold, They did take care of it. Another friend ordered a pizza and wow! It looked fantastic!",+1 914-358-9702,https://www.tripadvisor.com//Restaurant_Review-g48883-d2333280-Reviews-Anthony_s_Coal_Fired_Pizza-White_Plains_New_York.html,Check The Website for a Menu
503,Francesco's Restaurant,600 Mamaroneck Ave,"White Plains, NY 10605-2078","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,70 reviews,"Delicious authentic Southern Italian cooking.  Never knew this place existed. The meals are cooked as you wait. The salmon oreganatta was incredible, the penne vodka sauce perfect, the bread was hot and crusty and the pizza (you can get a mini as an appetizer) was...More",+1 914-946-3359,https://www.tripadvisor.com//Restaurant_Review-g48883-d4653963-Reviews-Francesco_s_Restaurant-White_Plains_New_York.html,Check The Website for a Menu
504,The Cabin Restaurant,1172 Knollwood Rd,"White Plains, NY 10603-1099","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,144 reviews,"The busy parking lot and constant flow of people let you know there must be something that keeps people coming back.  The food is good and the service friendly.  Nothing fancy, but it's an efficient operation and it has a good vibe.  I had the...More",+1 914-592-6682,https://www.tripadvisor.com//Restaurant_Review-g48883-d1439198-Reviews-The_Cabin_Restaurant-White_Plains_New_York.html,Check The Website for a Menu
505,The Iron Tomato,57 Mamaroneck Ave,"White Plains, NY 10601-4204","$$ - $$$, American, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,73 reviews,"I was visiting my best friend in the area and she brought me here to pick out some yummy pastries.  She pointed to several things that they have gotten in the past that were delicious, so we picked a couple of those and then several...More",+1 914-328-9400,https://www.tripadvisor.com//Restaurant_Review-g48883-d4274041-Reviews-The_Iron_Tomato-White_Plains_New_York.html,Check The Website for a Menu
506,BLT Steak White Plains,221 Main Street,"White Plains, NY 10601","$$$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,205 reviews,"We are locals and had dinner here for the first time and were very disappointed and surprised by the poor service we received. Things started off nicely, we were seated promptly, the dining room was filling up. We ordered drinks and the $8 bottle of...More",+1 914-467-5500,https://www.tripadvisor.com//Restaurant_Review-g48883-d969013-Reviews-BLT_Steak_White_Plains-White_Plains_New_York.html,Check The Website for a Menu
507,Lazy Boy Saloon,154 Mamaroneck Ave,"White Plains, NY 10601-5334","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,83 reviews,"Went here after looking for local spot with good food.  The photo’s looked great and the reviews look good.

Came in for dinner and was instantly greeted by Cullen. Great guy very friendly and asked for my name and shook my hand. Was great to...More",+1 914-761-0272,https://www.tripadvisor.com//Restaurant_Review-g48883-d458233-Reviews-Lazy_Boy_Saloon-White_Plains_New_York.html,Check The Website for a Menu
508,Brazen Fox,175 Mamaroneck Ave,"White Plains, NY 10601-5302","$$ - $$$, Bar, Pub, American",4 of 5 bubbles,101 reviews,"We moved to White Plains in June of 2019 and, living within walking distance of Mamaroneck Avenue, we've tried almost all of the restaurants on the strip.  We keep coming back to Brazen Fox!  Yes, it's what I generally consider to be bar food but...More",+1 914-358-5911,https://www.tripadvisor.com//Restaurant_Review-g48883-d1427268-Reviews-Brazen_Fox-White_Plains_New_York.html,Check The Website for a Menu
509,Graziella's,99 Church St,"White Plains, NY 10601-1528","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,102 reviews,"We were on a Road Scholar adventure and the supper tonight was included in the cost and the venue was Graziella's Italian Bistro - White Plains.
We went to their basement for their private room.
We had a five course meal ... anti-pasta ... pasta...More",+1 914-761-5721,https://www.tripadvisor.com//Restaurant_Review-g48883-d545554-Reviews-Graziella_s-White_Plains_New_York.html,Check The Website for a Menu
510,P.F. Chang's,125 Westchester Ave.,"White Plains, NY 10601-4522","$$ - $$$, Chinese, Asian, Vegetarian Friendly",3.5 of 5 bubbles,289 reviews,It had been quite a long time since I had visited a PF Chang’s. I needed to grab some takeout for me and two of my daughters. Ordered two sesame chicken dishes for the girls and some pork dumplings for myself. The food was ready...More,+1 914-997-6100,https://www.tripadvisor.com//Restaurant_Review-g48883-d457267-Reviews-P_F_Chang_s-White_Plains_New_York.html,Check The Website for a Menu
511,Via Veneto 26,8 City Pl,"White Plains, NY 10601-6300","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,88 reviews,Fantastic!!!food and service we will come back food was delicious and service excellent chicken and veal padovano great choice,+1 914-328-4000,https://www.tripadvisor.com//Restaurant_Review-g48883-d6849739-Reviews-Via_Veneto_26-White_Plains_New_York.html,http://viaveneto26whiteplains.com/dining-menu/
512,Lilly's,169 Mamaroneck Ave,"White Plains, NY 10601-5302","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,92 reviews,"I met a friend at Lilly’s after work because she loves the place and raved about it! We were seated immediately near the very full, loud bar with TV’s across the span of the bar. It was a happy atmosphere, but not one where you...More",+1 914-997-5600,https://www.tripadvisor.com//Restaurant_Review-g48883-d8453836-Reviews-Lilly_s-White_Plains_New_York.html,Check The Website for a Menu
513,Lombardo's Pizza and Pasta,1203 Mamaroneck Ave,"White Plains, NY 10605-4804","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,96 reviews,"Came here on the spur of the moment. We had the Marguerita pizza
and the calamari scarpiello which was the best we ever had
Comes with a little sausage and a hint of spice

Excellent service.",+1 914-615-9090,https://www.tripadvisor.com//Restaurant_Review-g48883-d4662579-Reviews-Lombardo_s_Pizza_and_Pasta-White_Plains_New_York.html,http://lombardospizza.com/downloads/white-plains-lombardos-takeout-menu.pdf
514,KEE Oyster House,126 E Post Rd # 128,"White Plains, NY 10601-5103","$$ - $$$, American, Seafood, Gluten Free Options",4.5 of 5 bubbles,60 reviews,"Kee Oyster House is a great spot for a couples night out, meeting friends or getting together with business associates. 
The menu has something for everyone. 
Happy hour  includes oysters and other delicious treats. 
The Dinner menu is finely curated with dishes that offer something...More",+1 914-437-8535,https://www.tripadvisor.com//Restaurant_Review-g48883-d10207871-Reviews-KEE_Oyster_House-White_Plains_New_York.html,Check The Website for a Menu
515,Ribs On the Run,396 Central Ave,"White Plains, NY 10606-1211","$, Barbecue, American",4.5 of 5 bubbles,35 reviews,"Took the chicken and ribs combo - was very good

Falling of the bone as they should

BBQ sauce also tasty",+1 914-428-7427,https://www.tripadvisor.com//Restaurant_Review-g48883-d4643639-Reviews-Ribs_On_the_Run-White_Plains_New_York.html,Check The Website for a Menu
516,Turkish Cuisine,116 Mamaroneck Ave,"White Plains, NY 10601-5201","$$ - $$$, Mediterranean, Middle Eastern, Turkish",4 of 5 bubbles,48 reviews,"They always serve authentic, delicious food: try every dish and you will not be disappointed with any of them.",+1 914-683-6111,https://www.tripadvisor.com//Restaurant_Review-g48883-d3903875-Reviews-Turkish_Cuisine-White_Plains_New_York.html,Check The Website for a Menu
517,Emma's Ale House,68 Gedney Way,"White Plains, NY 10605-2518","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,120 reviews,"Just delightful! Sarah, my server, was simply the best server that I recall having. Attentive, creative and beautiful. She made menu suggestions which I took her up on, and was not disappointed. Make sure you check out the bread pudding before you go!",+1 914-683-3662,https://www.tripadvisor.com//Restaurant_Review-g48883-d1370174-Reviews-Emma_s_Ale_House-White_Plains_New_York.html,Check The Website for a Menu
518,Gyu-Kaku - White Plains,169 Main St,"White Plains, NY 10601-3101","$$ - $$$, Japanese, Barbecue, Asian",4 of 5 bubbles,65 reviews,Me and my husband have been here 3 times and we will keep coming back lol. The food is amazing and the service is always great.,+1 914-358-5206,https://www.tripadvisor.com//Restaurant_Review-g48883-d5327188-Reviews-Gyu_Kaku_White_Plains-White_Plains_New_York.html,Check The Website for a Menu
519,Ithaca Coffee Company,311 E Green St,"Ithaca, NY 14850-5652","$, American, Bar, Cafe",4.5 of 5 bubbles,53 reviews,"While on our way to a tour of Ithaca College, my daughter and I stopped for coffee, tea and a quick bite to eat.  The matcha tea was delicious and the coffee, great.  Breakfast sandwich was really hearty and the service was fantastic.  We'll come...More",+1 607-257-2626 ext. 1236,https://www.tripadvisor.com//Restaurant_Review-g47958-d4098149-Reviews-Ithaca_Coffee_Company-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
520,Ithaca Coffee Company,2255 N Triphammer Rd,"Ithaca, NY 14850-1576","$$ - $$$, American, Bar, Cafe",4 of 5 bubbles,37 reviews,"We wanted to eat at Ithaca Bakery (inside the Triphammer Marketplace), but instead, we have mistakenly walked into Ithaca Coffee Company. The food selection is limited and a bit pricey ($3 for cream cheese bagel, $3 for a scone). However, we really enjoyed the cozy...More",+1 607-257-2669,https://www.tripadvisor.com//Restaurant_Review-g47958-d4098143-Reviews-Ithaca_Coffee_Company-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
521,Just a Taste,116 N Aurora St,"Ithaca, NY 14850-4302","$$ - $$$, American, Spanish, Wine Bar",4.5 of 5 bubbles,533 reviews,"On my first visit, I went on a Friday evening at opening. There was line outside, which I thought was promising, considering the reviews.
The room was filled immediately but the wait staff was fairly prompt. Our orders came out in a reasonable amount of...More",+1 607-277-9463,https://www.tripadvisor.com//Restaurant_Review-g47958-d485874-Reviews-Just_a_Taste-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
522,MIX Kitchen and Bar,205 Elmira Rd,"Ithaca, NY 14850-5301","$$ - $$$, Fusion, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,351 reviews,"We go to MIX every couple of weeks for breakfast.  Omelets, French toast and pancakes are all marvelous!  Our server has been Tristan on most occasions and I recommend him most highly!",+1 607-319-4248,https://www.tripadvisor.com//Restaurant_Review-g47958-d10624330-Reviews-MIX_Kitchen_and_Bar-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
523,The Heights Restaurant and H Bar,903 Hanshaw Rd,"Ithaca, NY 14850-1530","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,283 reviews,"My son and I recently visited the heights for lunch. We ordered a cup of tomato, chipotle soup each. It was excellent with surprising flavors in every spoonful. We are both celiacs and found the staff very amenable to alter any dish to accommodate us....More",+1 607-257-4144,https://www.tripadvisor.com//Restaurant_Review-g47958-d475549-Reviews-The_Heights_Restaurant_and_H_Bar-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
524,Le Cafe Cent-Dix,110 N Aurora St,"Ithaca, NY 14850-4335","$$$$, French, European, Vegetarian Friendly",4.5 of 5 bubbles,192 reviews,"Love French food, had high expectations for this place based on reviews, but it ended up to be just ok. Food was not bad, but nothing outstanding either. Service was just ok too - granted, it was Saturday night and place was super busy.
Will...More",+1 607-319-0750,https://www.tripadvisor.com//Restaurant_Review-g47958-d6873641-Reviews-Le_Cafe_Cent_Dix-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
525,Saigon Kitchen,526 W State St,"Ithaca, NY 14850-5222","$$ - $$$, Asian, Vietnamese, Vegetarian Friendly",4.5 of 5 bubbles,331 reviews,"We were passing through Ithaca in route to Corning.  Stopped by in this place based on reviews.  Delicious food, friendly staff who were helpful and the food is out of this world.  Absolutely delicious.  Look forward to going there again if I'm ever in this...More",+1 607-257-8881,https://www.tripadvisor.com//Restaurant_Review-g47958-d2358054-Reviews-Saigon_Kitchen-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
526,Ithaca Beer Co.,122 Ithaca Beer Dr,"Ithaca, NY 14850-8813","$$ - $$$, American, Brew Pub, Bar",4.5 of 5 bubbles,308 reviews,We celebrated Valentine's Day at the Taproom. Thoroughly enjoyable. We hadn't been there in a dozen years so it was like catching up with an old friend. They have their own farm now. They post on the blackboard how much of their food is currently...More,+1 607-273-0766,https://www.tripadvisor.com//Restaurant_Review-g47958-d3932351-Reviews-Ithaca_Beer_Co-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
527,Maxie's Supper Club and Oyster Bar,635 W State St,"Ithaca, NY 14850-3347","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,378 reviews,"They nailed the Cajun atmosphere, felt like we could be dining in a New Orleans restaurant! Our waitress was very bubbly, attentive and informative. We ordered oysters from 3 different north eastern states. I had only had oysters from the gulf and never knew they...More",+1 607-272-4136,https://www.tripadvisor.com//Restaurant_Review-g47958-d475542-Reviews-Maxie_s_Supper_Club_and_Oyster_Bar-Ithaca_Finger_Lakes_New_York.html,https://www.maxiesithaca.com/menus/#food
528,The Boatyard Grill,525 Taughannock Blvd,"Ithaca, NY 14850-3234","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,"1,094 reviews",The food was outstanding and the service was excellent. One of the best steaks I’ve had this year! I’d love to go here again!,+1 607-256-2628,https://www.tripadvisor.com//Restaurant_Review-g47958-d450783-Reviews-The_Boatyard_Grill-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu
