,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
443,Macaroni Joes,"1619 S. Kentucky, Amarillo, TX 79102","Amarillo, TX 79102","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,249 reviews,We booked a valentine's reservation for 4:30. We arrived seated by the door. Very cold every time the doors open . Ask server for another table was told sorry they have been assigned. We go every valentine's day and have hosted corporate events . We...More,+1 806-358-8990,https://www.tripadvisor.com//Restaurant_Review-g30165-d810603-Reviews-Macaroni_Joes-Amarillo_Texas.html,Check The Website for a Menu
444,Texas Roadhouse,2805 W Interstate 40,"Amarillo, TX 79109-1606","$$ - $$$, American, Steakhouse",4 of 5 bubbles,306 reviews,We have been here before and couldn't wait to come back!   Stopped again on our way home from a ski trip and so glad we did!  It was a very busy Friday night and they told us the wait would be 30-35 minutes but we...More,+1 806-352-7427,https://www.tripadvisor.com//Restaurant_Review-g30165-d658692-Reviews-Texas_Roadhouse-Amarillo_Texas.html,http://texasroadhouse.com/menu
445,Bangkok Tokyo,2413 S Western St Unit A,"Amarillo, TX 79109-1554","$$ - $$$, Sushi, Asian, Thai",4.5 of 5 bubbles,111 reviews,"Ok so it’s Texas ...and Amarillo to boot but come on people this is sub par Thai. Nice staff but the pad see woon ,a fairly dependable Thai dish, was gluggy with only soy for flavoring( no ginger no garlic nothing to make it the...More",+1 806-353-4777,https://www.tripadvisor.com//Restaurant_Review-g30165-d412033-Reviews-Bangkok_Tokyo-Amarillo_Texas.html,Check The Website for a Menu
446,J's Bar and Grill,3130 S Soncy Rd,"Amarillo, TX 79124-2011","$$ - $$$, Southwestern, American, Bar",4.5 of 5 bubbles,99 reviews,2nd time eating here.  Service this time was excellent.  Plenty of TV'S  to watch sports.   Good menu selection.   Wide selection of draft beers.  Reasonably priced.,+1 806-358-2222,https://www.tripadvisor.com//Restaurant_Review-g30165-d4328147-Reviews-J_s_Bar_and_Grill-Amarillo_Texas.html,http://www.jsbarandgrillamarillo.com/PDFs/dinner.pdf
447,Crush,701 S Polk St,"Amarillo, TX 79101-2309","$$ - $$$, American, Bar, Wine Bar",4.5 of 5 bubbles,159 reviews,"The wine list is pretty good but food is average, at least it was what I ordered (pork chops). Personnel was friendly but I found this place overpriced (48 $ including tip for a main course and a glass of wine). Portions are good and...More",+1 806-418-2011,https://www.tripadvisor.com//Restaurant_Review-g30165-d2568977-Reviews-Crush-Amarillo_Texas.html,Check The Website for a Menu
448,Joe Taco,7312 Wallace Blvd,"Amarillo, TX 79106-1805","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,202 reviews,I was surprised how great this place turned out to be. Everyone at our table enjoyed their food. I would definitely go back. Best fajitas I've had in awhile. Price wasn't too bad either. Service was good.,+1 806-331-8226,https://www.tripadvisor.com//Restaurant_Review-g30165-d2216155-Reviews-Joe_Taco-Amarillo_Texas.html,Check The Website for a Menu
449,Green Chile Willy's Grill,13651 Interstate 27,"Amarillo, TX 79119-5863","$$ - $$$, American, Southwestern",4.5 of 5 bubbles,141 reviews,"Ok it's not a 5 star restaurant but you don't pay 5 star prices. My wife and I had the steak it was very good and simple. They were cooked as we asked, warm and inexpensive.  My son had the chicken fry he cleaned his...More",+1 806-622-2200,https://www.tripadvisor.com//Restaurant_Review-g30165-d2231033-Reviews-Green_Chile_Willy_s_Grill-Amarillo_Texas.html,Check The Website for a Menu
450,Cracker Barrel,2323 E Interstate 40,"Amarillo, TX 79104-3403","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,348 reviews,"Great breakfast, steak and eggs, my favorite, whether it's there tender thick sirloin or hamburger steak. Not many places frie and egg like these guys,you'll never get this at ihop",+1 806-372-2034,https://www.tripadvisor.com//Restaurant_Review-g30165-d633154-Reviews-Cracker_Barrel-Amarillo_Texas.html,Check The Website for a Menu
451,Golden Light Cafe & Cantina,2906 SW 6th Ave,"Amarillo, TX 79106-8956","$, American, Bar",4.5 of 5 bubbles,135 reviews,"Had burgers and beers here while checking out local stores/antiques. Great food, great service. Reasonable prices. Busy little place! It’s a greasy old bar that cranks out amazing food. It’s perfect.",+1 806-374-9237,https://www.tripadvisor.com//Restaurant_Review-g30165-d411920-Reviews-Golden_Light_Cafe_Cantina-Amarillo_Texas.html,Check The Website for a Menu
452,Ohms Cafe & Catering,619 S Tyler St,"Amarillo, TX 79101-2345","$$$$, American, International, Gluten Free Options",4.5 of 5 bubbles,137 reviews,"I go to Ohms for lunch when I want a high quality meal that also will be quick! The have buffet style during lunch that I love! I always get 1/2 and 1/2 meal (shepherds pie and linguine, and salad with the house dressing). I...More",+1 806-373-3233,https://www.tripadvisor.com//Restaurant_Review-g30165-d411904-Reviews-Ohms_Cafe_Catering-Amarillo_Texas.html,Check The Website for a Menu
453,"Rudy's ""Country Store"" and Bar-B-Q",3751 W Interstate 40,"Amarillo, TX 79109","$$ - $$$, American, Barbecue",4 of 5 bubbles,159 reviews,Good and authentic Texas BBQ. Briskets were moist and tasty. Friendly ambiance. Nothing fancy but a great value!,+1 806-677-7452,https://www.tripadvisor.com//Restaurant_Review-g30165-d1990525-Reviews-Rudy_s_Country_Store_and_Bar_B_Q-Amarillo_Texas.html,Check The Website for a Menu
454,Eddie's Napoli's V LLC,700 S Taylor St,"Amarillo, TX 79101-2431","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,165 reviews,Most authentic Italian food I’ve found since we moved from Italy back to the States. Just wish there was better parking around them.,+1 806-220-2588,https://www.tripadvisor.com//Restaurant_Review-g30165-d1452366-Reviews-Eddie_s_Napoli_s_V_LLC-Amarillo_Texas.html,http://www.napolisofamarillo.com#our-menu
455,Jason's Deli,7406 SW 34th Ave Unit 1,"Amarillo, TX 79121-1436","$$ - $$$, American, Deli, Soups",4.5 of 5 bubbles,76 reviews,"We visited for lunch - the wait staff were all prompt, friendly and eager to help if you needed anything.  The Gumbo was just spicy enough - The baked potato was the largest potato I have ever seen and being from Washington/Idaho that says alot....More",+1 806-353-4440,https://www.tripadvisor.com//Restaurant_Review-g30165-d411943-Reviews-Jason_s_Deli-Amarillo_Texas.html,http://jasonsdeli.com/menu
456,Calico County Restaurant,2410 Paramount Blvd,"Amarillo, TX 79109-1706","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,194 reviews,"The atmosphere was very relaxing; Danielle, our server was great; the food was delicious and very filling.  The Baked Squash was absolutely delicious.",+1 806-358-7664,https://www.tripadvisor.com//Restaurant_Review-g30165-d411937-Reviews-Calico_County_Restaurant-Amarillo_Texas.html,Check The Website for a Menu
457,Jorge's Mexican Restaurant,6051 South Bell Street,"Amarillo, TX 79109-6618","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,111 reviews,Decent service.  Nothing to write home about.  Got the fajitas and the meat was way over seasoned and the beef was super chewy. The tortillas were the only good thing of that meal.  My sister got the stuffed avocado meal and was not good.  It...More,+1 806-354-2241,https://www.tripadvisor.com//Restaurant_Review-g30165-d1504576-Reviews-Jorge_s_Mexican_Restaurant-Amarillo_Texas.html,http://jorgesmexican.com/index.php?page=menu
458,Tacos Garcia,2200 E Amarillo Blvd,"Amarillo, TX 79107-5542","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,156 reviews,"Most excellent.  Large choice of entrees, great value. Superb service and atmosphere. Endless chips and salsa.",+1 806-373-3500,https://www.tripadvisor.com//Restaurant_Review-g30165-d411903-Reviews-Tacos_Garcia-Amarillo_Texas.html,Check The Website for a Menu
459,Youngblood's Cafe,620 SW 16th Ave,"Amarillo, TX 79101-4000","$$ - $$$, American, Cafe, Grill",4.5 of 5 bubbles,128 reviews,Why go to a chain restaurant when their are so many of these wonderful family diners that encapsulate the local flavor of the town you are in. Youngblood's Cafe is Texas through and through. This is a local hangout with stories from the surrounding ranches...More,+1 806-342-9411,https://www.tripadvisor.com//Restaurant_Review-g30165-d411969-Reviews-Youngblood_s_Cafe-Amarillo_Texas.html,Check The Website for a Menu
460,Aspen Creek Grill,4110 West Interstate 40,"Amarillo, TX 79120","$$ - $$$, American, Bar, Gluten Free Options",4 of 5 bubbles,133 reviews,"Taylor's attitude and customer service skills could use some TLC. My family and I eat here very often , never had any complaints by far my favorite restaurant in town. Except our last  visit totally bombed , they ran out of potatoes, my moms steak...More",+1 806-398-2776,https://www.tripadvisor.com//Restaurant_Review-g30165-d8376692-Reviews-Aspen_Creek_Grill-Amarillo_Texas.html,Check The Website for a Menu
461,Salt,Main Street,"McAllen, TX","$$$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,195 reviews,You can't go wrong with anything on the menu.  The drinks are inventive and always on point.  But I always go back for the mac-n-cheese.,+1 956-627-6304,https://www.tripadvisor.com//Restaurant_Review-g56255-d6383533-Reviews-Salt-McAllen_Texas.html,Check The Website for a Menu
462,The Patio on Guerra,116 S 17th St,"McAllen, TX 78501-5134","$$$$, Steakhouse, American, International",4.5 of 5 bubbles,194 reviews,This was our first visit to The Patio.  Our waiter (Reuben) was attentive without being too overbearing.  Atmosphere was nice as we were seated away from the bar and the live entertainment so we were able to hold a conversation without yelling.  Food was sensational....More,+1 956-661-9100,https://www.tripadvisor.com//Restaurant_Review-g56255-d2432571-Reviews-The_Patio_on_Guerra-McAllen_Texas.html,Check The Website for a Menu
463,Delia's,3400 N 10th St,"McAllen, TX 78501-1930","$, Mexican, Fast Food, Vegetarian Friendly",4.5 of 5 bubbles,453 reviews,"Parents had Tamales waiting for us from our trek in from KC via Houston.  We had the pork and the chicken, both fresh and tasty.  Green salsa very spicy.  Would recommend.",+1 956-627-2532,https://www.tripadvisor.com//Restaurant_Review-g56255-d1235449-Reviews-Delia_s-McAllen_Texas.html,Check The Website for a Menu
464,House Wine and Bistro,1117 West Business 83 McAllen,"McAllen, TX 78501","$$ - $$$, American, Wine Bar, International",4.5 of 5 bubbles,241 reviews,"my group had a variety of dishes.  We started with the soup....it was amazing.  I had the mushroom and my friends had the squash soup.  I don't even like squash, but when I tasted it, it was delish!  the rest of our dishes were equally...More",+1 956-994-8331,https://www.tripadvisor.com//Restaurant_Review-g56255-d2281701-Reviews-House_Wine_and_Bistro-McAllen_Texas.html,Check The Website for a Menu
465,Palenque Grill La Plaza Mall,2200 S 10th St Ste S21,"McAllen, TX 78503-1600","$$ - $$$, Mexican, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,353 reviews,Love this place. Excellent food!!!! Always very attentive and ready to serve. I had the volcanes. They are appetizers and enough to be a meal! Recommend 100%.,+1 956-994-8181,https://www.tripadvisor.com//Restaurant_Review-g56255-d1008282-Reviews-Palenque_Grill_La_Plaza_Mall-McAllen_Texas.html,Check The Website for a Menu
466,Pappadeaux Seafood Kitchen,1610 W. Expressway 83,"Pharr, TX 78577","$$ - $$$, Seafood, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,224 reviews,We went to Pappadeaux Seafood Kitchen in Pharr because of the excellent reviews.  We had a very nice server but we could tell she was new. One entree did not come. We reminded her but we still not get it. When we told her to...More,+1 956-783-1471,https://www.tripadvisor.com//Restaurant_Review-g56452-d2705675-Reviews-Pappadeaux_Seafood_Kitchen-Pharr_Texas.html,Check The Website for a Menu
467,Republic of the Rio Grande,1411 S 10th St,"McAllen, TX 78501-5025","$$ - $$$, Southwestern, Latin, Vegetarian Friendly",4 of 5 bubbles,254 reviews,"The place is  very nice, easy access to the other places like shopping malls and other business establishments.
The food is authentic with superb taste!!!
I’m planning to visit this place again with my family and friends.",+1 956-994-8385,https://www.tripadvisor.com//Restaurant_Review-g56255-d1815601-Reviews-Republic_of_the_Rio_Grande-McAllen_Texas.html,Check The Website for a Menu
468,Santa Fe Steakhouse & Cantina,1918 S 10th St,"McAllen, TX 78503-5404","$$$$, Steakhouse, American, Vegetarian Friendly",4.5 of 5 bubbles,303 reviews,The atmosphere was festive and beautiful (it was New Year's Eve).  We all ordered steaks - filet mignon.  Everyone's filet was cooked perfectly to their request and the quality was excellent.  I ordered a baked potato and I have never seen one so large.  I...More,+1 956-630-2331,https://www.tripadvisor.com//Restaurant_Review-g56255-d470986-Reviews-Santa_Fe_Steakhouse_Cantina-McAllen_Texas.html,Check The Website for a Menu
469,Costa Messa Restaurant,1621 N 11th St & 5248 N 10th St,"McAllen, TX 78501-4113","$$ - $$$, Mexican, Southwestern, Latin",4 of 5 bubbles,298 reviews,"There were 5 people in our party so we ordered a botana for 4. It was a beef and chicken botana. Boy, was it a lot! We even had food left over. Someone got to take it home and enjoy more of it for a...More",+1 956-618-5449,https://www.tripadvisor.com//Restaurant_Review-g56255-d1181073-Reviews-Costa_Messa_Restaurant-McAllen_Texas.html,Check The Website for a Menu
470,Cheddars Scratch Kitchen,3020 W Expressway 83,"McAllen, TX 78501-8345","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,128 reviews,We drove for 45 minutes to get vat this restaurant. Joe Cruz our waiter was fantastic. I hope his manager reads this. The Broccoli Cheese soup was the best I have ever eaten. I took a bowl to go. The sandwich was fantastic but not...More,+1 956-686-6766,https://www.tripadvisor.com//Restaurant_Review-g56255-d2467441-Reviews-Cheddars_Scratch_Kitchen-McAllen_Texas.html,Check The Website for a Menu
471,Dirty Al's Bayou Grill,5712 N 10th St,"McAllen, TX 78504-2988","$$ - $$$, Cajun & Creole, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,198 reviews,"The food was delicious,  I had a shrimp, cable and sausage platter that was very filling and tasted great.  Wife had a fish and crab with cheese sauce the she really enjoyed..wait staff was very attentive and took good care of us.",+1 956-627-5362,https://www.tripadvisor.com//Restaurant_Review-g56255-d6728644-Reviews-Dirty_Al_s_Bayou_Grill-McAllen_Texas.html,http://dirtyalsbayougrill.com/menu/
472,Taco Palenque South 10th,1000 S 10th St,"McAllen, TX 78501-5022","$, Mexican, Southwestern, Latin",4 of 5 bubbles,165 reviews,Very good charro beans. Best all around. Good for Mexican food. Good service in general. Though not very clean.,+1 956-994-8950,https://www.tripadvisor.com//Restaurant_Review-g56255-d541475-Reviews-Taco_Palenque_South_10th-McAllen_Texas.html,https://www.tacopalenque.com/menu/
473,BJ's Restaurant & Brewhouse,3200 Expressway 83,"McAllen, TX 78501-8343","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,154 reviews,"This place is pretty good. Steady on service and food. 
Always very cold inside bring a coat or chal, just in case.
It might get crowdy and hard to fin parking on weekends and a bit noisy. 
But food is good.",+1 956-687-2005,https://www.tripadvisor.com//Restaurant_Review-g56255-d1239430-Reviews-BJ_s_Restaurant_Brewhouse-McAllen_Texas.html,Check The Website for a Menu
474,Pappadeaux,Hwy 281,"McAllen, TX","$$ - $$$, Seafood, American, Gluten Free Options",4.5 of 5 bubbles,98 reviews,"Went for a late lunch today.
The server was a lovely young lady and also the hostess was kind enough to get a replacement chair with arms to accommodate my mother’s difficulty getting out of armless chairs.
Everything was fine until I got my drink...More",+1 956-783-1471,https://www.tripadvisor.com//Restaurant_Review-g56255-d4557284-Reviews-Pappadeaux-McAllen_Texas.html,https://pappadeaux.com/menu/
475,Blue Onion,925 W Dove Ave,"McAllen, TX 78504-3502","$$ - $$$, American, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,122 reviews,"What a great find
 Two of us had pizzas, loved the crust, fresh ingredients
 The guys had calzones and throughly enjoyed them as well. Will be back",+1 956-682-9884,https://www.tripadvisor.com//Restaurant_Review-g56255-d1181137-Reviews-Blue_Onion-McAllen_Texas.html,Check The Website for a Menu
476,Barry's International,800 Convention Center Blvd,"McAllen, TX 78501-0018","$$ - $$$, Mexican, American, Southwestern",4.5 of 5 bubbles,58 reviews,convenient location and the mango tacos were great....just spicy enough and the serving was ample.  reasonable price,+1 956-688-8329,https://www.tripadvisor.com//Restaurant_Review-g56255-d10759341-Reviews-Barry_s_International-McAllen_Texas.html,Check The Website for a Menu
477,Texas Roadhouse,1224 E Jackson Ave,"McAllen, TX 78503-1605","$$ - $$$, American, Steakhouse",4.5 of 5 bubbles,96 reviews,"Great food , great service , great waiter ! Our waiter was great he new exactly what we needed and kept our drinks coming . Great experience I hadn’t been there in a long time .",+1 956-682-5400,https://www.tripadvisor.com//Restaurant_Review-g56255-d1209047-Reviews-Texas_Roadhouse-McAllen_Texas.html,http://www.texasroadhouse.com/menu
478,Mama Mia Pizzeria,100 E US Highway 83,"McAllen, TX 78501-8933","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,80 reviews,"I got the small meat lovers and had enough for 2 meals, wife had a calzone and said it was good but needed a bit more filling.  Wait staff was friendly and kept our drinks filled.",+1 956-664-2671,https://www.tripadvisor.com//Restaurant_Review-g56255-d2042610-Reviews-Mama_Mia_Pizzeria-McAllen_Texas.html,Check The Website for a Menu
479,Olive Garden,222 W Expressway 83,"McAllen, TX 78501-2951","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,184 reviews,The food is always great. Very friendly staff. Minimum wait tike for the most part but it is very worth it,+1 956-618-1188,https://www.tripadvisor.com//Restaurant_Review-g56255-d469870-Reviews-Olive_Garden-McAllen_Texas.html,Check The Website for a Menu
480,P.F. Chang's,3100 Expressway 83,"McAllen, TX 78503","$$ - $$$, Asian, Chinese, Vegetarian Friendly",4 of 5 bubbles,137 reviews,I came in for lunch. There were lots of tables open but they waited 12 minutes to seat me. It gave me the impression they were trying to make the place look fuller than it really was. All the tables closer to the door were...More,+1 956-664-1516,https://www.tripadvisor.com//Restaurant_Review-g56255-d1136498-Reviews-P_F_Chang_s-McAllen_Texas.html,Check The Website for a Menu
481,The Centennial,1410 Austin Ave,"McAllen, TX 78501-5155","$$$$, American, Fusion, Vegetarian Friendly",4.5 of 5 bubbles,64 reviews,We were visiting McAllen the other week and went to the Centennial for dinner.  It is an old  2 story building with a large bar as well as tables on the first floor and once you have conquered the very steep stairs to the second...More,+1 956-627-6257,https://www.tripadvisor.com//Restaurant_Review-g56255-d6201039-Reviews-The_Centennial-McAllen_Texas.html,http://www.thecentennialclub.com/menu.html
482,Cracker Barrel,3817 W Expressway 83,"McAllen, TX 78503-8145","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,115 reviews,"Good food, good service on a Sunday morning before any crowd. Breakfast items were hot, biscuits soft, good enough tasting. Will be back.",+1 956-683-1874,https://www.tripadvisor.com//Restaurant_Review-g56255-d1172269-Reviews-Cracker_Barrel-McAllen_Texas.html,Check The Website for a Menu
483,Red Lobster,701 W Expressway 83,"McAllen, TX 78503-3044","$$ - $$$, Seafood, American",4 of 5 bubbles,142 reviews,"Another chain-restaurant. I only add this one because the food quality has improved very much. We had the Monday special of Endless Shrimp and they were delicious. I was really impressed, and the service was very good as well. My only complaint was the key...More",+1 956-687-7323,https://www.tripadvisor.com//Restaurant_Review-g56255-d1048950-Reviews-Red_Lobster-McAllen_Texas.html,Check The Website for a Menu
484,Romano's Macaroni Grill,3500 W Expressway 83,"McAllen, TX 78501-8362","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,62 reviews,"We were excited to see that there was a Macaroni Grill here after those in Michigan had all closed. Well, not wonderful. The bread was AWESOME. Some got pizza and it was really greasy. One person got the skillet from the brunch menu and thought...More",+1 956-687-3500,https://www.tripadvisor.com//Restaurant_Review-g56255-d4254071-Reviews-Romano_s_Macaroni_Grill-McAllen_Texas.html,http://www.macaronigrill.com/menus/menu/dine-in/main
485,New York Deli Ii,829 W Dove Ave,"McAllen, TX 78504-3508","$$ - $$$, American, Vegetarian Friendly",4.5 of 5 bubbles,40 reviews,"Food great, atmosphere great, service great, prices reasonable.  Manhattan sandwich on onion roll and Reuben were awesome.  Highly recommend.  To have 3 of these in RGV is super.  We will return often.",+1 956-631-8787,https://www.tripadvisor.com//Restaurant_Review-g56255-d4637918-Reviews-New_York_Deli_Ii-McAllen_Texas.html,Check The Website for a Menu
486,Tony Roma's,2121 S 10th St,"McAllen, TX 78503-5407","$$ - $$$, American, Barbecue",4 of 5 bubbles,107 reviews,My chipotle pasta wasn't spicy at all. It had a lot of tomatoes. Shrimp wasn't fresh. Mmm maybe another platter next time.,+1 956-631-2121,https://www.tripadvisor.com//Restaurant_Review-g56255-d541476-Reviews-Tony_Roma_s-McAllen_Texas.html,https://tonyromas.com/main-menu/
487,Mama's Pizzeria,401 N 10th St,"McAllen, TX 78501-4509","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,74 reviews,"Looking for great pizza, amazing salads.....and great service? Need to try it out.  And all done with great service.",+1 956-687-7492,https://www.tripadvisor.com//Restaurant_Review-g56255-d1158954-Reviews-Mama_s_Pizzeria-McAllen_Texas.html,Check The Website for a Menu
488,Don Pepes Mexican Restaurant and Cantina,306 N McColl Rd,"McAllen, TX 78501","$$ - $$$, Mexican, Latin, Spanish",4 of 5 bubbles,75 reviews,Food was good but prices charged didn’t match the menu. We don’t speak Spanish so there was a language problem and didn’t bother trying to ask why we were charged so much. Nice atmosphere but probably wouldn’t recommend unless you speak Spanish.,+1 956-631-8516,https://www.tripadvisor.com//Restaurant_Review-g56255-d2486250-Reviews-Don_Pepes_Mexican_Restaurant_and_Cantina-McAllen_Texas.html,Check The Website for a Menu
489,Cowboy Chicken,1020 W Nolana Ave,"McAllen, TX 78504-3746","$, American",4.5 of 5 bubbles,52 reviews,This was our second trip to Cowboy Chicken. The chicken was hot and juicy and the sides were piping hot. Food tasted fresh instead of siting in a warmer for hours. Good selection of sides. We especially liked the okra and ranch beans. Cowboy hot...More,+1 956-686-7777,https://www.tripadvisor.com//Restaurant_Review-g56255-d7282138-Reviews-Cowboy_Chicken-McAllen_Texas.html,Check The Website for a Menu
490,La Costa Grill,3300 E. Expressway 83,"McAllen, TX 78501","$$ - $$$, Seafood, Mexican, Latin",4.5 of 5 bubbles,37 reviews,"We went as a large group after meeting, the service was good and very clean facility. The food was smaller portions and somewhat pricey for what I expected, however, the dishes I tried were unique and VERY tasty 😋. The waiter provided a good recommendation,...More",+1 956-630-9928,https://www.tripadvisor.com//Restaurant_Review-g56255-d10375431-Reviews-La_Costa_Grill-McAllen_Texas.html,http://www.lacostagrill.com/assets/menueng19.pdf
491,Texas,3609 Shire Blvd,"Richardson, TX 75082-2245","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,306 reviews,"This is a good place, something for everyone. The menu is extremely varied, both selections and prices. The number of service people is almost over-the-top. Prices vary from $12.95 for a nice burger plate to about $50 for a large filet. Several fish dishes also,...More",+1 972-664-9975,https://www.tripadvisor.com//Restaurant_Review-g56538-d2520047-Reviews-Texas-Richardson_Texas.html,http://texas1846.com/menu
492,Texas,3609 Shire Blvd,"Richardson, TX 75082-2245","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,306 reviews,"This is a good place, something for everyone. The menu is extremely varied, both selections and prices. The number of service people is almost over-the-top. Prices vary from $12.95 for a nice burger plate to about $50 for a large filet. Several fish dishes also,...More",+1 972-664-9975,https://www.tripadvisor.com//Restaurant_Review-g56538-d2520047-Reviews-Texas-Richardson_Texas.html,http://texas1846.com/menu
493,Pappadeaux Seafood Kitchen,725 S. Central Expressway,"Richardson, TX 75080","$$ - $$$, American, Seafood, Cajun & Creole",4.5 of 5 bubbles,443 reviews,"Nothing made my birthday more special than spending it here, with some of the people I love and cherish the most..I love this restaurant!..They have never disappointed me..The food was superb and they have some of the best customer service around..",+1 972-235-1181,https://www.tripadvisor.com//Restaurant_Review-g56538-d464614-Reviews-Pappadeaux_Seafood_Kitchen-Richardson_Texas.html,Check The Website for a Menu
494,Frankie's Mexican Cuisine,2701 Custer Pkwy,"Richardson, TX 75080-1667","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,304 reviews,We have been to Frankie's restaurant many times over the years and have taken out-of-town guests here as well. The result   the same - we love it and so do our guests. Frankie's has an extensive menu and some items you do not always see...More,+1 972-231-8667,https://www.tripadvisor.com//Restaurant_Review-g56538-d3540404-Reviews-Frankie_s_Mexican_Cuisine-Richardson_Texas.html,http://www.frankiesmexicancuisine.com/menus/dinner
495,Ali Baba Mediterranean Grill,2103 N Central Expy,"Richardson, TX 75080-2708","$$ - $$$, Mediterranean, Middle Eastern, Vegetarian Friendly",4.5 of 5 bubbles,219 reviews,"There is lots of jealousy there ,the women I dated didn't like it there ,the food is horrible,many faker Muslim Egyptian acts there,I hate devoted patriotic acts of Terror to the middle East",+1 972-437-1222,https://www.tripadvisor.com//Restaurant_Review-g56538-d653261-Reviews-Ali_Baba_Mediterranean_Grill-Richardson_Texas.html,https://alibabamedgrill.com/wp-content/uploads/2018/05/ali-baba_in-house-menu_april-2018.pdf
496,Sushi-sake Japanese Restaurant,2150 N Collins Blvd,"Richardson, TX 75080-2639","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,210 reviews,"I was very pleasantly surprised by the quality of food and ambiance of this establishment, felt very Japanese.Will be back.",+1 972-470-0722,https://www.tripadvisor.com//Restaurant_Review-g56538-d464624-Reviews-Sushi_sake_Japanese_Restaurant-Richardson_Texas.html,Check The Website for a Menu
497,Twisted Root Burger Co.,730 E Campbell Rd,"Richardson, TX 75081-6716","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,248 reviews,"Firstly, the menu is just awesome. This was my first time having the ability to choose between a buffalo burger with a fried egg, or a chickpea burger with pickled onions. So after loving the first, I came back the next day for the second!...More",+1 214-570-9999,https://www.tripadvisor.com//Restaurant_Review-g56538-d1858110-Reviews-Twisted_Root_Burger_Co-Richardson_Texas.html,Check The Website for a Menu
498,Spring Creek Barbeque,270 N Central Expy,"Richardson, TX 75080-5305","$$ - $$$, American, Barbecue",4 of 5 bubbles,249 reviews,Spring Creek is a non-assuming place where the food is what’s important. Generous portions together with a plethora of side dishes make this the perfect place to enjoy Texas BBQ. Try the brisket and ask for the burnt end pieces - heaven.,+1 972-669-0505,https://www.tripadvisor.com//Restaurant_Review-g56538-d464612-Reviews-Spring_Creek_Barbeque-Richardson_Texas.html,Check The Website for a Menu
499,Ten50 Bbq,1050 N Central Expy,"Richardson, TX 75080-4601","$$ - $$$, American, Barbecue, Gluten Free Options",4 of 5 bubbles,436 reviews,Great Barbecue - well it was our last night in Dallas and how could you be in Texas with out bbq?  So we ordered a number of types of meat to go so we could dine with our friends.  They are well equipped for catering...More,+1 972-234-1050,https://www.tripadvisor.com//Restaurant_Review-g56538-d7047333-Reviews-Ten50_Bbq-Richardson_Texas.html,http://ten50bbq.com/menu-smoked-beef-brisket-ribs-sausage-poultry/
500,Mena's Grill,1851 N Greenville Ave Ste 500,"Richardson, TX 75081-1625","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,83 reviews,Great food. I had summer fajitas and brisket tacos. Nice atmosphere and very friendly staff. Will be back,+1 972-235-6300,https://www.tripadvisor.com//Restaurant_Review-g56538-d6878786-Reviews-Mena_s_Grill-Richardson_Texas.html,Check The Website for a Menu
501,Saltgrass Steak House,13561 N Central Expressway,"Dallas, TX 75243","$$ - $$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,357 reviews,I enjoyed their surf and turf special and a wedge salad. That will be my new go-to. The staff is always friendly. I have eaten at three different Salt Lake locations and all good.  Recommended.,+1 469-330-0152,https://www.tripadvisor.com//Restaurant_Review-g55711-d479133-Reviews-Saltgrass_Steak_House-Dallas_Texas.html,http://www.saltgrass.com/menu.asp
